Date,Author,Verified,Helpful,Title,review,Rating,Images,Videos,URL,Variation,Style,positive_sentiment,negative_sentiment,asin,id,num_tokens,review_num_tokens,eval_response,Review Summary,Buyer Motivation,Customer Expectations,How the product is used,Where the product is used,User Description,Packaging,Season,When the product is used,Price,Quality,Durability,Ease of Use,Setup and Instructions,Noise and Smell,Colors,Size and Fit,Danger Appraisal,Design and Appearance,Parts and Components,Issues
2023-04-11,Amazon Customer,yes,-,Takes about 2 hours to assemble.,Takes about 2 hours to assemble The screws in the middle where you use the longer screws that have to go into two brackets is a major pain in the butt the screws are too short and this part takes about an hour and you will need another person to push on the other side so you can get a screw startedI noticed if you put any weight on the thing it folds up like an aluminum can,1,-,-,https://www.amazon.com/gp/customer-reviews/R3CY33RWI4EU3P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）,0.0517131127417087,0.6512991189956665,B09K3557Q8,77,81,81,"{'Review Summary': 'Difficult assembly and not sturdy', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'Difficult assembly and not sturdy. The screws in the middle are too short and require another person to help. The product folds up easily when weight is applied.'}",Difficult assembly and not sturdy,,,,,,,,,,,,,,,,,,,,Difficult assembly and not sturdy. The screws in the middle are too short and require another person to help. The product folds up easily when weight is applied.
2023-06-09,Terri Jo Chappell,yes,-,MISSING PARTS!!!!! Actually NEGATIVE 5 STARS,Took everything out of the box got ready to assemble and I only had 2 of the MAIN SUPPORT PCSJUNKTOTALLY DISSATISFIED AND WILL NEVER BUY FROM THIS SITE AGAIN,1,-,-,https://www.amazon.com/gp/customer-reviews/R3LU0UTWJHAFPC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）,0.0007988101569935,0.9970597624778748,B09K3557Q8,78,40,40,"{'Review Summary': 'Missing parts', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'Missing main support pieces'}",Missing parts,,,,,,,,,,,,,,,,,,,,Missing main support pieces
2023-04-13,Undine,yes,-,don't buy,Unfortunately my return window closed as I ordered them early in the season and just put one together It is one of those wildly annoying projects to put together A zillion screws flimsy material and if you do order this these are just my opinions here they are huge I didnt fully realize how big they would be so it would take  a whole lot of soil to fill it,1,-,-,https://www.amazon.com/gp/customer-reviews/R36MWR16OPUCKK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）,0.00509227020666,0.9382294416427612,B09K3557Q8,79,74,74,"{'Review Summary': 'Difficult to assemble and larger than expected', 'Buyer Motivation': 'To have a garden bed', 'Customer Expectations': 'Easy assembly and appropriate size', 'How the product is used': 'To grow plants', 'Where the product is used': 'Garden', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Not specified', 'Price': 'Not specified', 'Quality': 'Not specified', 'Durability': 'Not specified', 'Ease of Use': 'Not specified', 'Setup and Instructions': 'Difficult to assemble', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Larger than expected', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': 'Difficult assembly and larger size than expected'}",Difficult to assemble and larger than expected,To have a garden bed,Easy assembly and appropriate size,To grow plants,Garden,Gardening enthusiasts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Difficult to assemble,Not specified,Not specified,Larger than expected,Not specified,Not specified,Not specified,Difficult assembly and larger size than expected
2023-05-31,Natural Girl,yes,-,Junk and filmsy made,Junk  filmsy made  arrive all banged  up  returned,1,-,-,https://www.amazon.com/gp/customer-reviews/R1LBKBFL56GWDY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）,0.0012297388166189,0.99435293674469,B09K3557Q8,80,14,14,"{'Review Summary': 'Junk filmsy made', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'arrive all banged up, returned'}",Junk filmsy made,,,,,,,,,,,,,,,,,,,,"arrive all banged up, returned"
2023-05-16,ChristianChristian,yes,-,Rust,Product rusted through within a year,1,"https://m.media-amazon.com/images/I/71Hg47zxuHL.jpg , https://m.media-amazon.com/images/I/71JLdgMY4TL.jpg , https://m.media-amazon.com/images/I/81p3QUJLdWL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2J94WU2B13P5L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）,0.0095718279480934,0.9111076593399048,B09K3557Q8,81,7,7,"{'Review Summary': 'Product rusted through within a year', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'The product started to rust after one year, although I was expecting it to last 5 years before rusting.'}",Product rusted through within a year,,,,,,,,,,,,,,,,,,,,"The product started to rust after one year, although I was expecting it to last 5 years before rusting."
2022-11-30,bishan,yes,-,Badly rusted,This product is of poor quality The bolts and nuts for the assembly of the planter are very inferior The planter is now badly rusted after just a few months of use Dont waste your money on it What it says about Galvanized Metal is simply not true Dont fall for it Best Choice planters are much better,1,-,-,https://www.amazon.com/gp/customer-reviews/R1TBWRN8S93TOD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）,0.0010940291685983,0.9872322082519532,B09K3557Q8,82,63,63,"{'Review Summary': 'Poor quality and rusting issues', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': 'poor quality', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'The bolts and nuts for the assembly of the planter are very inferior. The planter is now badly rusted after just a few months of use.'}",Poor quality and rusting issues,,,,,,,,,,poor quality,,,,,,,,,,The bolts and nuts for the assembly of the planter are very inferior. The planter is now badly rusted after just a few months of use.
2023-03-09,Amazon Customer,yes,-,Quality is absolutely terrible.,All panels were bent It was a nightmare to assemble I will be lucky if it last 2 seasons,1,-,-,https://www.amazon.com/gp/customer-reviews/R2Q3T6T6PWGPNM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）,0.0429993756115436,0.7989943027496338,B09K3557Q8,83,20,20,"{'Review Summary': 'Bent panels and difficult assembly', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'Bent panels and difficult assembly, may not last long'}",Bent panels and difficult assembly,,,,,,,,,,,,,,,,,,,,"Bent panels and difficult assembly, may not last long"
2022-08-26,Amazon Customer,yes,-,Unable to assemble it.  Put it in the trash.,Very difficult impossible to assemble Its in the landfill now,1,-,-,https://www.amazon.com/gp/customer-reviews/RT1YMT095VZTB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）,0.0045511005446314,0.941541314125061,B09K3557Q8,84,10,10,"{'Review Summary': 'Difficult to assemble', 'Buyer Motivation': 'Unknown', 'Customer Expectations': 'Unknown', 'How the product is used': 'Unknown', 'Where the product is used': 'Unknown', 'User Description': 'Unknown', 'Packaging': 'Unknown', 'Season': 'Unknown', 'When the product is used': 'Unknown', 'Price': 'Unknown', 'Quality': 'Unknown', 'Durability': 'Unknown', 'Ease of Use': 'Unknown', 'Setup and Instructions': 'Unknown', 'Noise and Smell': 'Unknown', 'Colors': 'Unknown', 'Size and Fit': 'Unknown', 'Danger Appraisal': 'Unknown', 'Design and Appearance': 'Unknown', 'Parts and Components': 'Unknown', 'Issues?': 'Difficult to assemble, ended up in the landfill'}",Difficult to assemble,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Difficult to assemble, ended up in the landfill"
2023-04-25,Avid Reader,-,-,Beware of pretty packages,I was looking for raised beds and a neighbor showed me his galvanized hed purchased despite the troubles of last year  Its cheap looks great so whats the problem  1 it is so flimsy that durability is a big issue  His screws tore due to the weight of the soil 2 Evaporation was a big problem due to the thinness  Its like a big garden pot requiring daily watering  Best uses would be for shade and Id add at least 4 support posts,3,-,-,https://www.amazon.com/gp/customer-reviews/R24OY4VJPTRNZG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B0B49M8HD4,Size: 6x2.3x1 FT（1PCS）,0.0374183505773544,0.7216811180114746,B09K3557Q8,85,96,96,"{'Review Summary': 'Flimsy and not durable', 'Buyer Motivation': 'Looking for raised beds', 'Customer Expectations': 'To have a durable raised bed', 'How the product is used': 'For gardening', 'Where the product is used': 'Shade areas', 'User Description': 'Gardeners', 'Packaging': 'Not mentioned', 'Season': 'Not mentioned', 'When the product is used': 'Not mentioned', 'Price': 'Cheap', 'Quality': 'Poor quality', 'Durability': 'Not durable', 'Ease of Use': 'Not mentioned', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Not mentioned', 'Issues?': '1. Flimsy and not durable. 2. Evaporation is a big problem due to thinness.'}",Flimsy and not durable,Looking for raised beds,To have a durable raised bed,For gardening,Shade areas,Gardeners,Not mentioned,Not mentioned,Not mentioned,Cheap,Poor quality,Not durable,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,1. Flimsy and not durable. 2. Evaporation is a big problem due to thinness.
2023-01-27,LS,-,-,Love these grow beds!,Not only are they easy to assemble but they are the perfect size for our garden area With food prices soaring these galvanized grow beds are perfect to grow your own food Kind of wished we had room for a couple more,5,-,-,https://www.amazon.com/gp/customer-reviews/RSYEPX86EZY5N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）,0.98211669921875,0.0023719586897641,B09K3557Q8,86,43,43,"{'Review Summary': 'Perfect size for garden area', 'Buyer Motivation': 'To grow own food', 'Customer Expectations': 'To have enough space for more grow beds', 'How the product is used': 'To grow food', 'Where the product is used': 'Garden', 'User Description': 'Gardeners', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Not specified', 'Price': 'Not specified', 'Quality': 'Not specified', 'Durability': 'Not specified', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'Not specified', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Perfect size', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': 'Wished for more room for additional grow beds'}",Perfect size for garden area,To grow own food,To have enough space for more grow beds,To grow food,Garden,Gardeners,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Easy to assemble,Not specified,Not specified,Not specified,Perfect size,Not specified,Not specified,Not specified,Wished for more room for additional grow beds
2022-08-16,Amazon Customer,yes,-,Great Size for Small Vegtable Garden,It is deep enough for roots to grow  High enough to keep small animals out  Easy but time consuming to assemble,5,-,-,https://www.amazon.com/gp/customer-reviews/R5HJOFS900MZR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）,0.7270160913467407,0.0517788529396057,B09K3557Q8,87,23,23,"{'Review Summary': 'Good for gardening and keeping animals out', 'Buyer Motivation': 'To start a garden and protect it from small animals', 'Customer Expectations': 'To have a deep planter and a high fence', 'How the product is used': 'For gardening', 'Where the product is used': 'In the backyard', 'User Description': 'Gardeners', 'Packaging': 'Standard packaging', 'Season': 'Spring and summer', 'When the product is used': 'During the day', 'Price': 'Good value for the price', 'Quality': 'Good quality', 'Durability': 'Durable', 'Ease of Use': 'Easy to use', 'Setup and Instructions': 'Time consuming to assemble', 'Noise and Smell': 'No noise or smell', 'Colors': 'N/A', 'Size and Fit': 'Fits well', 'Danger Appraisal': 'Safe', 'Design and Appearance': 'Simple and functional', 'Parts and Components': 'All parts included', 'Issues?': 'Time consuming to assemble'}",Good for gardening and keeping animals out,To start a garden and protect it from small animals,To have a deep planter and a high fence,For gardening,In the backyard,Gardeners,Standard packaging,Spring and summer,During the day,Good value for the price,Good quality,Durable,Easy to use,Time consuming to assemble,No noise or smell,N/A,Fits well,Safe,Simple and functional,All parts included,Time consuming to assemble
2022-10-12,Pamela York,yes,-,Great solultion for gardeners with limited gardening space,I really like these raised bed gardens They look really nice and are fairly easy to put together Once we did one we purchased two the second one went together in just a few minutes Follow the directions and youll do fineGreat product,5,-,-,https://www.amazon.com/gp/customer-reviews/R2NZZWWGZMY532/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）,0.995330810546875,0.0009804731234908,B09K3557Q8,88,45,45,"{'Review Summary': 'Great product', 'Buyer Motivation': 'To have raised bed gardens', 'Customer Expectations': 'To have a nice-looking and easy-to-assemble garden', 'How the product is used': 'To grow plants in a raised bed', 'Where the product is used': 'Garden', 'User Description': 'Gardeners', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Not specified', 'Price': 'Not specified', 'Quality': 'Not specified', 'Durability': 'Not specified', 'Ease of Use': 'Fairly easy to put together', 'Setup and Instructions': ""Follow the directions and you'll do fine"", 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'They look really nice', 'Parts and Components': 'Not specified', 'Issues?': 'None'}",Great product,To have raised bed gardens,To have a nice-looking and easy-to-assemble garden,To grow plants in a raised bed,Garden,Gardeners,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Fairly easy to put together,Follow the directions and you'll do fine,Not specified,Not specified,Not specified,Not specified,They look really nice,Not specified,None
2023-04-06,Karen Robertson,yes,-,Love it,My daughter and her husband put these together for me  Cant wait to get things growing  They are a good size and sturdy  I love them,5,-,-,https://www.amazon.com/gp/customer-reviews/RKVZRJ296DFL9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）,0.9866251945495604,0.0015179640613496,B09K3557Q8,89,29,29,"{'Review Summary': 'Good size and sturdy', 'Buyer Motivation': 'To get things growing', 'Customer Expectations': 'To have a good size and sturdy product', 'How the product is used': 'To grow plants', 'Where the product is used': 'Garden', 'User Description': 'Gardener', 'Packaging': 'Not specified', 'Season': 'Not specified', 'When the product is used': 'Not specified', 'Price': 'Not specified', 'Quality': 'Not specified', 'Durability': 'Not specified', 'Ease of Use': 'Not specified', 'Setup and Instructions': 'Not specified', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': 'Not specified'}",Good size and sturdy,To get things growing,To have a good size and sturdy product,To grow plants,Garden,Gardener,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified
2023-02-25,Kevin L PooleKevin L Poole,yes,yes,Great item! 8 x 4 x2,This item came packaged very well When I opened it there were gloves and tools included Very easy to put together and excellent design Very sturdy I am 58 yo female and put it together by myself Looking forward to filling it up and growing my veggies Highly recommend Have another in on its way and will buy more,5,https://m.media-amazon.com/images/I/71B--OQYnML.jpg,-,https://www.amazon.com/gp/customer-reviews/R4D73X1SGK9F3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BG2HP1PJ,B0BG2HP1PJ,Size: 8x4x2FT（1PCS）,0.9968926310539246,0.0013771158410236,B0BG2HP1PJ,90,60,60,"{'Review Summary': 'Excellent design and easy to put together', 'Buyer Motivation': 'To grow vegetables', 'Customer Expectations': 'Sturdy and easy to assemble', 'How the product is used': 'Growing vegetables', 'Where the product is used': 'Garden', 'User Description': '58-year-old female', 'Packaging': 'Well-packaged with gloves and tools included', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': 'Sturdy', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'Very easy to put together', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': 'Excellent design', 'Parts and Components': '', 'Issues?': ''}",Excellent design and easy to put together,To grow vegetables,Sturdy and easy to assemble,Growing vegetables,Garden,58-year-old female,Well-packaged with gloves and tools included,,,,,Sturdy,Easy to assemble,Very easy to put together,,,,,Excellent design,,
2023-04-17,-Belinda-Belinda,yes,yes,garden boxes 4'X8',The media could not be loaded                  Pros  Easy to put together everything is there including gloves phillips screw driver and extra screws Variegated panels fit together perfectly screws lined up perfectly I put together by myself in about an hourCons Bought two one is bulging in the center but still seems sturdySuggestions  I used a battery opportated screwdriver to put in nutsbolts but tightened with a larger phillips screw driver  Only change Id make to the design is I would add a support in the center so the panels so they dont bulge when dirt is put in themOverall  I would recommend and I would buy again,4,https://m.media-amazon.com/images/I/61861bWHNCL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3JF8VJ6F3D658/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BG2HP1PJ,B0BG2HP1PJ,Size: 8x4x2FT（1PCS）,0.6871448755264282,0.0509002767503261,B0BG2HP1PJ,91,128,128,"{'Review Summary': 'Easy to put together, sturdy, but one panel is bulging', 'Buyer Motivation': 'To have a raised garden bed', 'Customer Expectations': 'To have a sturdy and easy-to-assemble garden bed', 'How the product is used': 'For planting and growing plants', 'Where the product is used': 'Garden or outdoor space', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Includes all necessary tools and extra screws', 'Season': 'Any season', 'When the product is used': 'Whenever needed', 'Price': 'Good value for the price', 'Quality': 'Great quality', 'Durability': 'Sturdy and durable', 'Ease of Use': 'Easy to put together', 'Setup and Instructions': 'Clear instructions', 'Noise and Smell': 'N/A', 'Colors': 'N/A', 'Size and Fit': 'Fits well', 'Danger Appraisal': 'Safe', 'Design and Appearance': 'Attractive design', 'Parts and Components': 'All parts included', 'Issues?': 'One panel is bulging in the center'}","Easy to put together, sturdy, but one panel is bulging",To have a raised garden bed,To have a sturdy and easy-to-assemble garden bed,For planting and growing plants,Garden or outdoor space,Gardening enthusiasts,Includes all necessary tools and extra screws,Any season,Whenever needed,Good value for the price,Great quality,Sturdy and durable,Easy to put together,Clear instructions,N/A,N/A,Fits well,Safe,Attractive design,All parts included,One panel is bulging in the center
2023-05-07,Tightwad in KC,yes,yes,Good solution for raised bed,We needed a solution for the front of our house There is a short retaining wall along the sidewalk that runs across the front of our house A raised bed would be easy to plant and maintain and would  plan allow the plantings to be easier to see as they would be two feet higher than the ground  The 4ft wide by 8ft long 2 feet high looks to be idealThe box included ten section which were easy to put together two straight panels on each side and three curves for each end I would recommend you use an electric drill or impact driver rather than a standard screw driver or the little screw driver that came with it Because of the shape of the horizontal ridges you do not need a wrench to hold the nut Using your fingers to hold the nut while running an impact driver was the best approachThe holes for each panel are drilled with precision so there was not wrestling to get all the screws and nuts in place And while the edges of the panels are sharp the top and bottom edges the parts you grab with you hands when putting in place have rounded edges For safetys sake the box included gloves which you could use when unpacking or carrying I did not use themNext step will be filling the raised bed with organic material top soil and them plants Looks to be an ideal solution and well made,5,-,-,https://www.amazon.com/gp/customer-reviews/R1OBVTA8KY6M1E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BG2HP1PJ,B0BG2HP1PJ,Size: 8x4x2FT（1PCS）,0.877191424369812,0.0312214437872171,B0BG2HP1PJ,92,262,262,"{'Review Summary': 'Ideal solution for a raised bed', 'Buyer Motivation': 'Needed a solution for the front of the house', 'Customer Expectations': 'Easy to plant and maintain, plants to be visible', 'How the product is used': 'Creating a raised bed for planting', 'Where the product is used': 'Front of the house', 'User Description': 'Homeowner', 'Packaging': 'Included gloves for safety', 'Season': '', 'When the product is used': '', 'Price': '', 'Quality': 'Well made', 'Durability': '', 'Ease of Use': 'Easy to put together', 'Setup and Instructions': 'Clear instructions', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': ''}",Ideal solution for a raised bed,Needed a solution for the front of the house,"Easy to plant and maintain, plants to be visible",Creating a raised bed for planting,Front of the house,Homeowner,Included gloves for safety,,,,Well made,,Easy to put together,Clear instructions,,,,,,,
2023-05-18,jdw,yes,-,Working great so far,Work great lots of bolts to install Next season will probably determine how long,4,-,-,https://www.amazon.com/gp/customer-reviews/R3S7U58IB4OTPV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BG2HP1PJ,B0BG2HP1PJ,Size: 8x4x2FT（1PCS）,0.946175217628479,0.0055010812357068,B0BG2HP1PJ,93,14,14,"{'Review Summary': 'Work great lots of bolts to install', 'Buyer Motivation': '', 'Customer Expectations': '', 'How the product is used': '', 'Where the product is used': '', 'User Description': '', 'Packaging': '', 'Season': 'Next season', 'When the product is used': '', 'Price': '', 'Quality': '', 'Durability': '', 'Ease of Use': '', 'Setup and Instructions': '', 'Noise and Smell': '', 'Colors': '', 'Size and Fit': '', 'Danger Appraisal': '', 'Design and Appearance': '', 'Parts and Components': '', 'Issues?': 'Next season will probably determine how long'}",Work great lots of bolts to install,,,,,,,Next season,,,,,,,,,,,,,Next season will probably determine how long
2023-04-20,avahzd,yes,-,So far so good,So far so good If there are issues after this growing season I will update  Much better on my old back  As it is currently I will buy two more once the price drops back down to something more reasonable  They have gone up about 20 in price in just the last two months,5,-,-,https://www.amazon.com/gp/customer-reviews/R31Q5R0IUO0CHF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BG2HP1PJ,B0BG2HP1PJ,Size: 8x4x2FT（1PCS）,0.939193308353424,0.0083350343629717,B0BG2HP1PJ,94,58,58,"{'Review Summary': 'So far so good', 'Buyer Motivation': 'To replace my old back', 'Customer Expectations': 'To have a better experience', 'How the product is used': 'For gardening', 'Where the product is used': 'In my backyard', 'User Description': 'Gardener', 'Packaging': 'Not mentioned', 'Season': 'Growing season', 'When the product is used': 'Not mentioned', 'Price': 'Price increase', 'Quality': 'Not mentioned', 'Durability': 'Not mentioned', 'Ease of Use': 'Not mentioned', 'Setup and Instructions': 'Not mentioned', 'Noise and Smell': 'Not mentioned', 'Colors': 'Not mentioned', 'Size and Fit': 'Not mentioned', 'Danger Appraisal': 'Not mentioned', 'Design and Appearance': 'Not mentioned', 'Parts and Components': 'Not mentioned', 'Issues?': 'None mentioned'}",So far so good,To replace my old back,To have a better experience,For gardening,In my backyard,Gardener,Not mentioned,Growing season,Not mentioned,Price increase,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,None mentioned
2023-04-27,S.C.,yes,-,Bolts rusting after a month,Its okay No sharp edges Be aware that it takes a good hour to screw the 80 bolts in Easy enough though However two concerns the bolts are rusting after a month Second I decided to string wire around a couple pairs of bolts from side to side in order to help support it It bows out in the middle when filled with soil Had I done it over I would have added this support a few more times as Im concerned about the longevity of the center side walls,3,-,-,https://www.amazon.com/gp/customer-reviews/R3F9EQS71WDVSL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BG2HP1PJ,B0BG2HP1PJ,Size: 8x4x2FT（1PCS）,0.0405733063817024,0.1010770797729492,B0BG2HP1PJ,95,92,92,"{'Review Summary': 'Okay product with some concerns', 'Buyer Motivation': 'To have a raised garden bed', 'Customer Expectations': 'To have a sturdy and durable garden bed', 'How the product is used': 'To grow plants and vegetables', 'Where the product is used': 'Garden or outdoor space', 'User Description': 'Gardening enthusiasts', 'Packaging': 'Not specified', 'Season': 'All seasons', 'When the product is used': 'Throughout the day', 'Price': 'Not specified', 'Quality': 'Average quality', 'Durability': 'Concerns about longevity', 'Ease of Use': 'Easy to assemble', 'Setup and Instructions': 'Not specified', 'Noise and Smell': 'Not specified', 'Colors': 'Not specified', 'Size and Fit': 'Not specified', 'Danger Appraisal': 'Not specified', 'Design and Appearance': 'Not specified', 'Parts and Components': 'Not specified', 'Issues?': 'Rusting bolts and concerns about center side walls'}",Okay product with some concerns,To have a raised garden bed,To have a sturdy and durable garden bed,To grow plants and vegetables,Garden or outdoor space,Gardening enthusiasts,Not specified,All seasons,Throughout the day,Not specified,Average quality,Concerns about longevity,Easy to assemble,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Rusting bolts and concerns about center side walls
