Date,Author,Verified,Helpful,Title,review,Rating,Images,Videos,URL,Variation,Style
"Reviewed in the United States on February 12, 2022",TheRoost2008TheRoost2008,yes,yes,Joy and FOOD,"This planter is bringing me so much joy, and FOOD…need to find room for another one :)",5,https://m.media-amazon.com/images/I/81iIR7Q3ytL.jpg,-,https://www.amazon.com/gp/customer-reviews/R2JX68ADMEPX8D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on March 29, 2022",rdcrdc,yes,yes,Quality product,Raised garden was easy to assemble and looks great,5,https://m.media-amazon.com/images/I/81pkXoqefHL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3GI55PYKX6RL4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）
"Reviewed in the United States on January 10, 2022",EfalkofEfalkof,yes,yes,Great Size!,"Great size. Very sturdy, very easy to assemble. A+ buy!",5,https://m.media-amazon.com/images/I/81yLFexCTEL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1G762BHVD6A37/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on August 12, 2022",Here for the snacksHere for the snacks,yes,yes,Blinding reflection,"If you value your eyesight, do not buy this. This was not the right choice for our yard, given the sun reflecting off of it (see pic).",1,https://m.media-amazon.com/images/I/71qwm5VSO0L.jpg,-,https://www.amazon.com/gp/customer-reviews/RX8W1Y5O0TLGN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）
"Reviewed in the United States on February 27, 2022",Karla Matthews,yes,yes,Never again!,Product came with 5 sides and 1 end. Can’t even put it together. Waste of time and money. So disappointed!!!,1,-,-,https://www.amazon.com/gp/customer-reviews/RZ6ISNU6RR378/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）
"Reviewed in the United States on March 11, 2022",oobudoo,yes,yes,3 x 6 x 2ft tall Raised Bed Planter by Frizion is Great,"The 3 x 6 x 2ft tall planter box works great. Lots of parts and pieces but easy to assemble. I really like the extra brace in the center of the long side that keeps the sides from bulging. The only small issue is I wish it came in colors. The silver is nice and shiny, but I already have another planter that is tan, and it would be nice to match colors.",5,-,-,https://www.amazon.com/gp/customer-reviews/R2NP202UX1ZGLC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）
"Reviewed in the United States on May 7, 2022",JAMIE COX,yes,yes,Perfect,Is the perfect size to replace The wooden  garden box that rotted out.  This will last a lot longer!,5,-,-,https://www.amazon.com/gp/customer-reviews/R1VF1JBQFKWT7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 6, 2022",P. A. Schmidt,yes,yes,"Looks to be good product, no pushing out of sides when we filled with dirt. Very stable","Looks to be good product, no pushing out of sides when we filled with dirt. Very stable.",5,-,-,https://www.amazon.com/gp/customer-reviews/R1HYSS9SY18DFD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 11, 2023",Amazon Customer,yes,-,Time consuming,"Putting together 2, 8x4x2 beds and 2, 6x3x2 beds took hours!  Not difficult, but time consuming with so many screws.  Steel not as thick as I was expecting, but once filled with soil, it seems to be fine. Hopefully they will be durable enough to last for many years. Only time will tell.",4,-,-,https://www.amazon.com/gp/customer-reviews/R3BTTYV85HKM2Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on May 23, 2023",mole121,yes,-,does as advertised,pain to assemble  seems like 6 million screws  sort of flimsy until filled with dirt,5,-,-,https://www.amazon.com/gp/customer-reviews/RZMCRX0ZLLTYW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 26, 2023",barbara love,yes,-,Poor instruction,I thought the instructions were to small to read and not well written .,4,-,-,https://www.amazon.com/gp/customer-reviews/R387B8KKW8P2L5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 17, 2023",Al Halle,yes,-,Two person assembly would make it easier.,Center section is not shown well on assembly sheet included.. Could be beefed up more. Would make it more rigid and still okay with it overall.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3U11VCTRRKOW7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on February 6, 2023",Nursemanager,yes,-,"I haven't set it up yet, send me an email in July!",I've been looking at these for a year now.  I'm excited to use it but its too early.  Shoot me another email in July.,4,-,-,https://www.amazon.com/gp/customer-reviews/R3BZHQWNNNN9ZA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on March 2, 2023",J Smith,yes,-,Middle support isn’t wide enough,The walls were naturally straight until adding the middle support bars that were not wide enough. Kinda disappointed.,3,-,-,https://www.amazon.com/gp/customer-reviews/R2W48THCSRUK4H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on February 13, 2023",LUIZ DIAZ JR,yes,-,Easy to assemble,The item was easy to assemble and feels like it's well made. Won't know about durability for a while but I think it will do well.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3J6JR4XI5ZWPK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B0B49M8HD4,Size: 6x2.3x1 FT（1PCS）
"Reviewed in the United States on March 3, 2023",janice craighead,yes,-,easy to put together,Very easy to put together,5,-,-,https://www.amazon.com/gp/customer-reviews/R38UI3FE5F81KC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B0B49M8HD4,Size: 6x2.3x1 FT（1PCS）
"Reviewed in the United States on February 6, 2023",Mary Baker,yes,-,Excellent Value and Quality,Love this.  It was easy to put together and it really looks Pretty in my Back Yard.,5,-,-,https://www.amazon.com/gp/customer-reviews/RQGSARLQ4RZ4M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on May 16, 2022",Daniel C.,yes,-,Good product,"The look of this bed is great. It is fairly easy to assemble, but you have to do it on a flat surface with plenty of room. I thought the sides would have been a thicker gauge of metal. We'll see how it holds up.",4,-,-,https://www.amazon.com/gp/customer-reviews/R24GOHMGTAAQ1H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on August 7, 2022",Coach D,yes,-,Thin metal,"Very thin metal that can easily be damaged during shipping. Ordered two, one was mangled by delivery service",4,-,-,https://www.amazon.com/gp/customer-reviews/R25QCO7BSZK07M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 23, 2022",Crystal Nevidomsky,yes,-,Great garden box so far!,Bought this garden box this year as I wanted a tall one where animals and my children couldn’t get into. This one does the trick. The only downfall is you need a lot of dirt and other fillers to get the height where you want your garden. Also my husband said there was a “million” screws to put this box together but he did it within a hour. All and all it’s a great box and I hope it holds up with our NY weather.,5,-,-,https://www.amazon.com/gp/customer-reviews/R10SLW4AAW74ZK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 18, 2022",Jason,yes,-,It a garden bed,"It works for the purpose it’s intended. Structurally, it holds up well as long as you don’t accidentally press on the top edge with more than 1 lb of pressure. Assembly wasn’t the easiest but far easier then any IKEA piece.  there are other reviews that explain what tools you really need, read those, very helpful. The coating is my only issue, the moment something gets on it (mud, dog urine, etc) the coating instantly becomes discolored and there is no amount of scrubbing that can fix it.",3,-,-,https://www.amazon.com/gp/customer-reviews/RHOK86BSUI5DF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 20, 2022",Jaden,yes,-,A+,Amazing quality especially for the price. It was difficult finding an 8 ft garden bed that was taller than 1 ft and wider than 2 ft. This one fit the bill with the dimensions! I can do several rows of vegetables in this. Bonus is that it's tall enough to keep bunnies out! Shipped nicely in one box and no damage to the product either. I'm happy.,5,-,-,https://www.amazon.com/gp/customer-reviews/RRVMSLXWPO734/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on May 10, 2022",Kristin Wichlacz,yes,-,WAY TOO MANY SCREWS TO PUT TOGETHER!,"Way too many screws, takes forever. The metal bends easily, but for the money, it serves the purpose and is working great.",4,-,-,https://www.amazon.com/gp/customer-reviews/R1BK5OKWA7R2KG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 24, 2022",Daniel C.,yes,-,Big raised bed without a larger foot print,"Make sure to keep your office pieces sister from the end pieces of your box will not come out rectangular, otherwise ready to put together. We like that unlike other raised beds with a large footprint from the bed itself, this is sturdy without taking up much more space that your growing area.",5,-,-,https://www.amazon.com/gp/customer-reviews/R2OP4O0FKKWBVR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on November 8, 2022",weezie,yes,-,Great for raised gardens!,I purchased 2 and they were easy to assemble and sturdy for a very reasonable price. I have loved them!,5,-,-,https://www.amazon.com/gp/customer-reviews/RZ7YT50RWVCJZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 23, 2022",Neal,yes,-,Surprised on size! Love it!,"Glad I read reviews before putting together. I painted everything with 2 coats of Fusion paint. It's easy to put together until you get to connecting them together in middle. 2 person job for me, but I'm 58 and weak. Lol.  So very happy with my Purchase!",5,-,-,https://www.amazon.com/gp/customer-reviews/R319UTMJ26S8FX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 14, 2022",Jayme,yes,-,Easy to assemble. Reinforce!,"Purchased this item for a rental property. The garden bed was easy to assemble, and even easier and faster with 2 people. I would recommend reinforcing on each side of the support to ensure it doesn’t bow out when you add dirt. The gardens are planted and growing great!",5,-,-,https://www.amazon.com/gp/customer-reviews/R2KWN0R3I18EQQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 20, 2022",Unknown Soldier,yes,-,Great size and easy to setup.,Product was simple to put together. I did it myself but would be even easier and quicker to use 2 people. I am very happy with the product. The size is perfect. I might even get another one soon. None of the metal was damaged during shipping which was awesome. Great buy if you want a good sized raised bed without building it from wood.,5,-,-,https://www.amazon.com/gp/customer-reviews/R30O39ALCOBABE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on July 6, 2022",J. Byerly,yes,-,Excellent raised beds,"Assembly not bad, quite a few bolts.  Quality material.  Chose these for durability over wood as we live in humid climate and didn’t want to replace rotted wood in few years.  They’re sturdy, easy to position after assembly.",5,-,-,https://www.amazon.com/gp/customer-reviews/R15PFLUSG57A8D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on December 27, 2021",David,yes,-,Great Garden Bed,"The package arrived very Timely and secure with all parts within the box. Really appreciate how well made the raised garden bed is... Should last a long time. The directions are fairly simple to follow. Definitely a two person project if you want it done correctly. We will follow-up with pictures and more reviews as we see how it holds up during the winter rainy weather. As of this moment, we would make this purchase of a Frizione Garden Bed again.",5,-,-,https://www.amazon.com/gp/customer-reviews/R2XKM00D653GRW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on July 9, 2022",Robert m Cathers.jr,yes,-,Works fine for the price,Works fine for the price but the metal used is extremely flimsy.  If I put my hand on it and lean over to check on something in the garden it immediately bends but it works fine for what it is.,3,-,-,https://www.amazon.com/gp/customer-reviews/R3DOO5G603OPSV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 30, 2022",edward shambo,yes,-,Use your own tools!!,Do not like the tools that comes with it.,4,-,-,https://www.amazon.com/gp/customer-reviews/R11JOGKJHZVJ0G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on February 19, 2022",Darrell A.,yes,-,Works,To fill this it takes a yard of material bulges a little on the sides that seems to be pretty good not bad for the money,4,-,-,https://www.amazon.com/gp/customer-reviews/R1ST6LJXSWISYG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 13, 2022",Heidi OrtizHeidi Ortiz,yes,-,Good price,"Pretty solid choice for the price. Easy to put together, holding strong. I read on here that some people had issues with buckling but I have not seen that. Once it was up and anchored to the ground, it feels super solid!",5,https://m.media-amazon.com/images/I/91n738++XjL.jpg,-,https://www.amazon.com/gp/customer-reviews/R1ECI55K9QTZOF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 4, 2022",Amazon Customer,yes,-,Great size for the money,It was much easier having two people put it together and just take your time and follow the directions. I love the size of it and will probably buy two more next year. I first put cardboard down then‘s wood stumps from trees we cut down and then leaves and debris from around the yard and at the end we put our soil.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1DOPN2JUJR0FC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 18, 2022",Amanda Clark,yes,-,Beautiful and strong,I bought two of these because I wanted to start a garden. They arrived very quickly and were easy to assemble. We filled both of them with about a yard and a half of dirt and they both held. They look amazing in our yard and I cannot wait for all of my fruits and veggies to sprout!,5,-,-,https://www.amazon.com/gp/customer-reviews/R3L79SUP114Q0D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on October 20, 2022",Barbara L. Babikian,yes,-,As advertised,Took a little time to put together. It is very sturdy once filled with soil.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1P58JD3QXR2WU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 1, 2022",Susan Greene,yes,-,Nice sturdy garden bed,Very nice garden bed.  I love the size 4' x 8' and that it is 2' high so that animals can't get in to it.  My husband built a platform insert so that we did not have to use too much dirt.,5,-,-,https://www.amazon.com/gp/customer-reviews/R3BCVIN3VPXT6B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on May 29, 2022",paulicious21,yes,-,Really bad quality control.,"The only good thing about this is that it holds dirt. Assembly is awful. As other reviewers have pointed out the screws just aren't long enough. They work but it takes awhile for them to grab. Also it bulges at the joints on the long side. Not very attractive looking. We bought two of these and noticed they don't have the same dimensions. I haven't measured yet but looking at them side by side it's very obvious. I was also not impressed with shipping. I bought both of them the same day and one was a few days late. There is no reason that should have happened, other than their choice of shipping with the post office. I wouldn't buy this again. We bought some others that are a different brand and smaller and they are built much better. Look elsewhere for a raised bed. I wish I had.",2,-,-,https://www.amazon.com/gp/customer-reviews/R1D2X0C9J2QVKF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on May 21, 2022",Stephanie Stephanie ,yes,-,Did the job,"Pretty easy to assemble, just need a bit of patience. Got this for existing garden that was ground level and wanted something higher for easier access and reach. As long as you take care of it it should last long enough.",5,https://m.media-amazon.com/images/I/817WFWqk0QL.jpg,-,https://www.amazon.com/gp/customer-reviews/R3892O1PEI484P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 19, 2022",Bradford R. Filmanowicz,yes,-,You should see my Tomatos,"I purchased this because it is 2 feet deep and looked good. It was easy to assemble, and looks great. My plants love the 2 foot deep soil. I would highly reccomend.",5,-,-,https://www.amazon.com/gp/customer-reviews/R3MQEI27WNHTL3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 18, 2022",Theresa HullTheresa Hull,yes,-,Love this Garden Bed!,I was really pleased with this garden bed my husband helped us assemble it it was very easy.  This bed holds  as many plants as we were hoping it would.,5,"https://m.media-amazon.com/images/I/91+p2YbzBBL.jpg , https://m.media-amazon.com/images/I/91Kygdr7M3L.jpg , https://m.media-amazon.com/images/I/91f94MQcSfL.jpg",-,https://www.amazon.com/gp/customer-reviews/R2WPSO28I5FN2A/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 20, 2022",LookitLookit,yes,-,Exactly what I was looking for.,Me and my partner assembled it in about 30 minutes. It wasn't too hard just make sure the part that's needed to secure it to the ground is at the bottom.,5,"https://m.media-amazon.com/images/I/61lUrGCRBML.jpg , https://m.media-amazon.com/images/I/914ENkowmvL.jpg , https://m.media-amazon.com/images/I/919UpH16lgL.jpg",-,https://www.amazon.com/gp/customer-reviews/RK8T80S3L88JV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 26, 2022",Andrew McDonald,yes,-,Simple and Easy Garden Bed,These took about 45 min to an hr to set up mostly due to just the number of screws in this. I found using a ratchet set and drill to speed things up. Overall not bad. Just took awhile to fill with dirt,5,-,-,https://www.amazon.com/gp/customer-reviews/R2N9LP9HG0QEK6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on August 22, 2022",Shirley,yes,-,Metal Raised Bed,Very sturdy and durable.  Love the style and finish!  I have purchased 4 so far!,5,-,-,https://www.amazon.com/gp/customer-reviews/R3MKVUXYBCJ1OW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）
"Reviewed in the United States on March 26, 2022",Harold,yes,-,Super garden bed,"I really like this garden bed, it was easy to put together although it is a two person job. Once assembled, it is really sturdy and attractive. It also comes with a wrench to use in assembly and most important, it had all of the fasteners! Highly recommended!",5,-,-,https://www.amazon.com/gp/customer-reviews/R35PAZWD98OEEG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on August 4, 2022",ben clifton,yes,-,Garden bed,"Easy to put together,  holding up well so far (first season). We plan to add more next year.",5,-,-,https://www.amazon.com/gp/customer-reviews/R28MDBXWILW6HQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 30, 2022",Kindle Customer,yes,-,Great garden bed!  Everything is growing strong!,This is my 2nd garden bed and it seems like it will last years in my garden.  I have it overstuffed with many growing things!,5,-,-,https://www.amazon.com/gp/customer-reviews/RJL2XP7BWZYNK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on January 18, 2022",Larry Anderson,yes,-,Great Garden Product,"Really like the galvanized Metal garden box.  We were looking for a larger garden box and this was perfect.  If fact, we bought 2 and can’t wait to get the garden started.  Also - delivery was quick and on the same day as promised.  Great customer service!",5,-,-,https://www.amazon.com/gp/customer-reviews/R1XL5Q5CETKECI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on May 23, 2023",david ehlerdavid ehler,yes,-,Won’t Last,"We purchased 4 of these in January 2022 and have used them for 2 spring and 1 fall season and they are already beginning to rust through. For being galvanized and the cost this shouldn’t happen this soon!!  Buyer beware, will not purchase this again!!!!",1,"https://m.media-amazon.com/images/I/81BULd444vL.jpg , https://m.media-amazon.com/images/I/81fLYTIsyPL.jpg",-,https://www.amazon.com/gp/customer-reviews/R1TCIGTEVKJSQH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 11, 2023",Amazon Customer,yes,-,Takes about 2 hours to assemble.,"Takes about 2 hours to assemble. The screws in the middle where you use the longer screws that have to go into two brackets is a major pain in the butt, the screws are too short and this part takes about an hour and you will need another person to push on the other side so you can get a screw started.I noticed if you put any weight on the thing it folds up like an aluminum can.",1,-,-,https://www.amazon.com/gp/customer-reviews/R3CY33RWI4EU3P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）
"Reviewed in the United States on March 7, 2022",Gail RogersGail Rogers,yes,-,Good for money spent,It seems sturdy and is simple to put together. It just takes a while putting in 80 screws and nuts. I did it myself but would have been easier with another person  I put 1/2 x1/2 in hardware cloth in bottom to keep critters out.,5,"https://m.media-amazon.com/images/I/91HbR7wLkfL.jpg , https://m.media-amazon.com/images/I/91p0wQmT-5L.jpg",-,https://www.amazon.com/gp/customer-reviews/R180XYP26D0QZC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 26, 2022",Amazon Customer,yes,-,Good value,Fairly easy to put together. Took time as there are LOTS of screws. Haven't got soil in it yet but seems pretty sturdy.,5,-,-,https://www.amazon.com/gp/customer-reviews/R1LW24KROO20W7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 9, 2023",Terri Jo Chappell,yes,-,MISSING PARTS!!!!! Actually NEGATIVE 5 STARS,"Took everything out of the box, got ready to assemble and I only had 2 of the MAIN SUPPORT PCS..JUNK..TOTALLY DISSATISFIED AND WILL NEVER BUY FROM THIS SITE AGAIN!!!!",1,-,-,https://www.amazon.com/gp/customer-reviews/R3LU0UTWJHAFPC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09KH63G7Q,Size: 6x3x2 FT（1PCS）
"Reviewed in the United States on April 22, 2022",Jill S,yes,-,Huge raised bed!,"This bed was easy to assemble, even my kids could do it! The bed is raised high enough our chickens stay out of it so our veggies can grow without being feasted upon! Can’t wait till harvest!",5,-,-,https://www.amazon.com/gp/customer-reviews/R3OQDFTSNCOQWA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on February 5, 2022",Wesley Sheldon,yes,-,Imposible to assemble by one person - you definitely need two,to be used for a garden,4,-,-,https://www.amazon.com/gp/customer-reviews/R27VJTD95ZNXVU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on March 31, 2022",JW,yes,-,A good addition to my veggie garden,"I haven't planted this bed yet, but I will be planting my various pepper seedlings in it soon.  We added gopher wire underneath because gophers--- lots of them. I'm hopeful this raised bed will last longer than my redwood beds.",5,-,-,https://www.amazon.com/gp/customer-reviews/RGE9VGK7EDEYL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on May 27, 2022",Donald Mark Seymour,yes,-,So far so good,Assembly is simple but tedious.  Held up to the filling process and as soon as it warms up we’ll plant the greenhouse starts.,5,-,-,https://www.amazon.com/gp/customer-reviews/RZFE3PHUM81H5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on June 22, 2022",James M,yes,-,Raised garden,Just the right size for a small manageable raised garden!  One of my best purchases.  Should last for years!,5,-,-,https://www.amazon.com/gp/customer-reviews/RI88DKXG6258J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 13, 2023",Undine,yes,-,don't buy,"Unfortunately my return window closed as I ordered them early in the season and just put one together. It is one of those wildly annoying projects to put together. A zillion screws, flimsy material and if you do order this (these are just my opinions here) they are huge. I didn't fully realize how big they would be so it would take  a whole lot of soil to fill it.",1,-,-,https://www.amazon.com/gp/customer-reviews/R36MWR16OPUCKK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
"Reviewed in the United States on April 8, 2022",J. Deleuze,yes,-,Great value for a large and attractive raised garden bed,"Great size.  Be careful of sharp edges during assembly.  A little flimsy when empty, but sturdy enough when filled when potting mix.  Definitely worth considering.  I might even buy a second one.",5,-,-,https://www.amazon.com/gp/customer-reviews/R3CIDSYTS597L3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8,B09K3557Q8,Size: 8x4x2 FT（1PCS）
