"id","rating","review_summary","product_facts","positive_sentiment","negative_sentiment","improvements_expected","issues_identified","how_product_is_used","media","where_product_is_used","sentiment","anger","anger_reason","delight","delight_reason","disappointment","disappointment_reason","time","season","weather","user_description","title","review","asin_variant","asin"
95,2,"Poor quality and unsafe product","Coating on pen came off after one day of use","0.0010333251","0.9863074","Better quality materials, safer design","Coating on pen came off, leaving shards on the board","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Poor quality, unsafe design","Unknown","Unknown","Unknown","Unknown","Cheaply Made","Cheaply made product Child used it for one day and the coating on the pen starting coming off leaving shards on the board Not safe and poor quality","B07XCRT49W","B07X7YFZWG"
96,5,"Fun activity for kids during travel","Unknown","0.8599832","0.0131713785","Unknown","Unknown","Entertainment during travel","[]","During travel","Positive","No","NaN","Yes","Enjoyed making things","No","NaN","Unknown","Unknown","Unknown","Parent traveling with kids","Nice","Kids and I enjoyed trying to make things on our way to vacay","B07XCRT49W","B07X7YFZWG"
97,5,"Positive sentiment towards the product","Unknown","0.30148906","0.29558527","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Positive sentiment towards the product","No","NaN","Unknown","Unknown","Unknown","Unknown","Yes!","I wish I had one when I was younger","B07X7YFZWG","B07X7YFZWG"
98,5,"Fun for the whole family","Unknown","0.9721893","0.0038992334","Unknown","Unknown","Playing","[]","Unknown","Delight","No","NaN","Yes","Fun for the whole family","No","NaN","Unknown","Unknown","Unknown","Unknown","Very Fun, Very Cool!","So fun the whole family was playing with it even me","B07X7YFZWG","B07X7YFZWG"
99,5,"Great toy that inspires creativity and is of excellent quality and value.","Unknown","0.99634224","0.0015205308","Unknown","Unknown","As a toy that inspires creativity","[]","Unknown","Delight","No","NaN","Yes","Inspires creativity, excellent quality and value","No","NaN","Unknown","Unknown","Unknown","Unknown","AMAZING TOY","Really great toy that also inspires creativity EXCELLENT QUALITY AND VALUE","B07X7YFZWG","B07X7YFZWG"
100,5,"Great old fashioned toy loved by kids and adults alike.","Unknown","0.9845148","0.0036673853","Unknown","Unknown","As a toy","[]","Unknown","Delight","No","NaN","Yes","Loved by kids and adults","No","NaN","Unknown","Unknown","Unknown","Unknown","Sturdy, fun, attractive","My kids and I love this old fashioned toy","B07XCRVK2Y","B07X7YFZWG"
101,4,"Good quality product, but arrived slightly damaged.","Unknown","0.21347268","0.08372483","Better packaging to prevent damage during shipping","Product arrived slightly damaged","Child enjoys playing with it","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Unknown","Nice product, slightly damaged","The product itself is nice of good quality and the child enjoys playing with it However it came a little damaged but not enough to waste time on sending it back For your attention","B07XCRT49W","B07X7YFZWG"
102,5,"Great toy for children with ADHD, easy to use and durable.","Unknown","0.9807529","0.0016126529","Unknown","None mentioned","Entertainment for children with ADHD","[]","Home, on the go","Delight","No","NaN","Yes","Entertains child with ADHD, easy to use and durable","No","NaN","Unknown","Unknown","Unknown","Parent of a child with ADHD","Adhd approved","My son who has adhd has enjoyed playing with this It keeps him entertained for quite a while It is easy to use and durable Perfect for home or on the go","B07XCRT49W","B07X7YFZWG"
103,5,"Great for travel, easy to use and entertaining for kids.","Unknown","0.9857029","0.0016887865","Unknown","Unknown","Entertaining kids during travel","[]","During travel","Delight","No","NaN","Yes","Entertaining for kids, easy to use","No","NaN","Unknown","Unknown","Unknown","Parent who gave the product to their kids for entertainment during travel","My 4 year old loved it!","Great for travel Gave this to my kids and it entertained them for over an hour Easy to use","B07XCRT49W","B07X7YFZWG"
104,4,"Positive review, but with a minor issue","Board and pen","0.9268514","0.006973341","Connect the pen to the board","Pen not connected to the board","Unknown","[]","Unknown","Positive","No","NaN","Yes","Daughter loves it","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the product for their daughter","Cool","My daughter loves it I wish the pen was connected to the board","B07X7YFZWG","B07X7YFZWG"
105,5,"Satisfying and fun activity, but can be easily disrupted by others.","Beads stick well","0.95849633","0.008518258","Unknown","Easily disrupted by others","Creating pictures and dropping beads","[]","Unknown","Positive","No","NaN","Yes","Satisfying and fun activity, beads stick well","No","NaN","Unknown","Unknown","Unknown","Unknown","This is so fun!","This just arrived yesterday but someone is always messing with it The beads actually stick very well Its just as satisfying making them drop as it is creating pictures","B07X7YFZWG","B07X7YFZWG"
106,4,"Great for kids, but modifications needed to prevent loss of pens","Magnetic pens, nylon thread modification","0.5982517","0.2437093","Better pen storage solution","Pens get lost easily","Entertaining kids","[""https://m.media-amazon.com/images/I/71TwhaRDoBL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/81iyXIgoVTL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/81xDQUVcDHL._SL1600_.jpg""]","At home, on trips","Positive","No","NaN","Yes","Kids love it","No","NaN","Unknown","Unknown","Unknown","Parent of young children","LOVES THIS ITEM! Used a drill…","I have a 6 year old and a two year old and they LOVE these However I bought them to take on a trip and knew the pens would get lost immediately so I used a 332 drill bit and put a hole through middle section of the magnet pens and on each board I then opened the back with a screwdriver and tied one end inside closed it and tied the pen to the other end The pens fit snugly so I couldnt just tie something and glue around it I ran a nylon thread through the middle holesVWALLA The pens will not get lost on this mama","B07XCRT49W","B07X7YFZWG"
107,5,"Great for travel and enjoyed by all ages.","Unknown","0.9576694","0.0038435655","Unknown","Unknown","For entertainment during travel","[]","On flights","Positive","No","NaN","Yes","Enjoyed by all ages, looking forward to next use","No","NaN","Unknown","Unknown","Unknown","Unknown","Good gadget","Even my older kids enjoy it Looking forward to taking it on our next flight","B07XCRT49W","B07X7YFZWG"
108,5,"Great for traveling with kids, but slightly noisy","Unknown","0.8614047","0.008082638","Unknown","Slightly noisy","Traveling with kids","[]","Unknown","Positive","No","NaN","Yes","Enjoyed by all kids, including teenager","No","NaN","Unknown","Unknown","Unknown","Parent who travels with kids","Nice for Car Rides","My kids all enjoy these when were traveling  even my teenagerThey are a little noisy but tolerable as long as the kids dont shake them too much","B07X7YFZWG","B07X7YFZWG"
109,5,"Fun for kids and adults, similar to Light Bright but safer","Unknown","0.8705236","0.011751211","Unknown","Unknown","Entertainment for kids and adults","[]","Unknown","Positive","No","NaN","Yes","Fun for kids and adults, safe for young children","No","NaN","Unknown","Unknown","Unknown","Parent or grandparent who purchased the product for children","Super fun toy, good for using your imagination or making the suggested designs that come with it!","10 yr old son and 5 yr old daughter had lots of fun with these Mom  Grandma did too  reminds me of a light bright but no little pieces to keep track of or worry about a little one getting in their mouth","B07X7YFZWG","B07X7YFZWG"
110,5,"Positive review for the Magnatab toy.","Unknown","0.8987904","0.031186977","Unknown","Unknown","As a toy for kids","[]","Unknown","Positive","No","NaN","Yes","Loved by grandkids","No","NaN","Unknown","Unknown","Unknown","Grandparent","No parts to lose","Grandkids ages 4 and 6 loved the Magnatab","B085Q4W3WX","B085Q4W3WX"
111,5,"Sturdy and perfect size for kids to use in the car for drawing and making maps.","Unknown","0.99533737","0.0012667913","Unknown","Unknown","Drawing and making maps in the car","[]","Car","Positive","No","NaN","Yes","Sturdy and perfect size for kids","No","NaN","Unknown","Unknown","Unknown","Parent or caregiver of children who use the product in the car","Kids love them","These are perfect for the carThe kids practice drawing and even try making maps of where we areVery sturdy andthe perfect size for kids","B085Q4W3WX","B085Q4W3WX"
112,5,"Fun and perfect size for playing when bored.","Unknown","0.97147727","0.0049191043","Unknown","Unknown","Playing when bored","[]","Unknown","Delight","No","NaN","Yes","Fun and perfect size","No","NaN","Unknown","Unknown","Unknown","Unknown","Fun","Its the perfect size fun to play with when youre bored","B085Q4W3WX","B085Q4W3WX"
113,1,"Poor product quality, pen attachment issue","Unknown","0.0007426961","0.9937133","Better product quality, fix pen attachment issue","Product doesn't work, pen attachment doesn't pull up magnets","Unknown","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Product doesn't work, pen attachment issue","Unknown","Unknown","Unknown","Unknown","Product doesn’t work","Product doesnt work Poor product quality Dont buy The pen attached doesnt pull up the magnets","B085Q4W3WX","B085Q4W3WX"
114,4,"Good item for a child with ADHD, but magnets can be difficult to push down","Magnetic board","0.9252464","0.0022925078","Easier-to-push magnets","Magnets can be hard to push down","As a toy for a child with ADHD","[]","Unknown","Positive","No","NaN","Yes","Child loves it","No","NaN","Unknown","Unknown","Unknown","Parent of a 9-year-old child with ADHD","Good","Got this as a gift for my 9 yr old with ADHD She loves it Sometimes the magnets are hard for her to push back down but overall a good item","B085Q4W3WX","B085Q4W3WX"
115,5,"Great for keeping kids entertained on trips","Unknown","0.68901414","0.026567664","Unknown","Unknown","Entertaining kids on trips","[]","During trips","Positive","No","NaN","Yes","Keeps kids busy and entertained","No","NaN","Unknown","Unknown","Unknown","Unknown","Great gift","Pretty kool to keep the kids busy on a trip","B09R9MMW6J","B085Q4W3WX"
116,5,"Great entertaining toy for toddlers and adults alike, suitable for home and car use.","Unknown","0.9828344","0.0028939415","Unknown","Unknown","Entertaining toddlers and adults","[]","Home, car","Delight","No","NaN","Yes","Entertaining for both toddlers and adults","No","NaN","Unknown","Unknown","Unknown","Unknown","Love","Not sure who loves this more my toddler or my husband Very wonderful entertaining toy Great for home or in the car","B09R9MMW6J","B085Q4W3WX"
117,4,"Great tactile drawing experience for blind kids, but difficult to raise individual balls","Tactile drawing board with raised balls","0.9669887","0.0022564176","Easier to raise individual balls","Difficult to raise individual balls, prevents writing in braille","Tactile drawing for blind kids","[]","Unknown","Positive","No","NaN","Yes","Great tactile drawing experience for blind kids","Yes","Difficult to raise individual balls, prevents writing in braille","Unknown","Unknown","Unknown","Parent of a blind child who purchased the product","Great fun!","Everyone loves thisI bought it for my blind kid who was instantly charmedShe loves the tactile drawing experience and pushing the balls back down as wellIt would be great if it were a little easier to get one ball at a time to raise especially when using ones fingers to check the drawing often a group of 3 or 4 will raise when placing the stylus on the boardThis prevented her from writing her name in braille which would otherwise have been possible and a real bonus for blind kids everywhere to be able to create the picture they are thinking of and sign itWith some practice she can push down just the balls she wants to leaving the picture or letter she was going for but it makes for a bit of tedium The sighted ppl are very happy with it Overall it was a great purchase  and I will buy more for the rest of the kids in my clan","B09R9MMW6J","B085Q4W3WX"
118,2,"Defective balls on both boards","Defective balls","0.028912827","0.717211","Replacement balls or boards","Defective balls not staying up","Playing a game","[]","Unknown","Negative","No","NaN","No","NaN","Yes","Defective balls","Unknown","Unknown","Unknown","Unknown","Item Defective","Both boards we bought have a few balls that just are not staying up and seem to be defective","B09R9MMW6J","B085Q4W3WX"
119,5,"Engaging and easy-to-use toy for young children.","Negligible sound, no external energy source required","0.8559699","0.058400493","Unknown","None mentioned","As a toy for young children","[]","Unknown","Positive","No","NaN","Yes","Engaging and easy-to-use for young children","No","NaN","Unknown","Unknown","Unknown","Gift giver for a 3-year-old child","Imagine: no batteries required!","I bought this as a gift for a 3yearold who was newly an older brother He was immediately engaged and has been returning to it time and again His learning curve was under a minute There is negligible sound the energy source is the little person playing with it and its suitable for both girls and boys","B085Q4W3WX","B085Q4W3WX"
120,5,"Positive review, but unclear about the product being reviewed","Unknown","0.9760099","0.0029817359","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Likes the product","No","NaN","Unknown","Unknown","Unknown","Unknown","Great toy","Like it a lot Great that no pieces are everywhere","B085Q4W3WX","B085Q4W3WX"
121,3,"Not worth the money for entertaining kids on a plane ride.","Loud volume","0.0058278916","0.93638396","Quieter volume, more engaging features for kids","Kids were not interested, loud volume was annoying for others on the plane","Entertaining kids on a plane ride","[]","On a plane","Negative","No","NaN","No","NaN","Yes","Kids were not interested, loud volume was annoying for others on the plane","Unknown","Unknown","Unknown","Parent who purchased the product for their kids","Not worth it.","Bought this for my kids 3 12 and 1 12 for something to keep them occupied on their first plane ride It was a fail The kids couldnt have cared less about it and also when you did play with it it was super loud so was annoying for everyone on the plane including myself Its not worth the money","B085Q4W3WX","B085Q4W3WX"
122,3,"Daughter loved it initially, but beads getting stuck now","Beads toy","0.036636595","0.54973835","Better quality beads, improved design","Beads getting stuck","As a toy","[]","Unknown","Disappointment","No","NaN","No","NaN","Yes","Beads getting stuck","Unknown","Unknown","Unknown","Parent who bought the toy for their daughter","Beads get stuck","My daughter loved this but after a little while the beads began to get stuck so it doesnt work well anymore","B085Q4W3WX","B085Q4W3WX"
123,4,"Good product with some issues with magnets","Unknown","0.4316518","0.044296198","Better magnet quality","Some magnets are hard to fit","Unknown","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Unknown","Great to draw but some magnets are harder to get thwn others","Good but some magnets are hard to frt","B085Q4W3WX","B085Q4W3WX"
124,2,"Magnatab has chips next to many holes, metal balls won't stay up in those areas","Chipped holes, metal balls won't stay up","0.5627335","0.19086179","Better quality control, replacement for damaged product","Chipped holes, metal balls won't stay up","Drawing and writing practice","[]","Home, school","Negative","No","NaN","No","NaN","Yes","Chipped holes, metal balls won't stay up","unknown","unknown","unknown","Unknown","Idea is great, but didn't work properly","Our Magnatab arrived with tiny chips next to many of the holes The metal balls would not stay up in those areas Since that is the point of this item It doesnt get 5 stars","B085Q4W3WX","B085Q4W3WX"
125,4,"Love the product, but wish the pen was attached to it.","Unknown","0.6584227","0.25614214","Attach the pen to the side of the product","Pen is not attached to the product, causing inconvenience","Unknown","[]","Unknown","Positive","No","NaN","Yes","Loves the product","No","NaN","Unknown","Unknown","Unknown","Unknown","Please attach the pen","Absolutely love this product so much so that Ive purchased it twice The downfall is that the pen isnt stuck to it So when my kid forgets to place it back then we are stuck with no pen Wished they attached the pen to the side so I wouldnt have to hunt for it","B07X7YFZWG","B07XCRT49W"
126,5,"Great for all ages","Unknown","0.9722087","0.007262741","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Suitable for all ages","No","NaN","Unknown","Unknown","Unknown","Unknown","CLASSROOM Fidget","Great for all ages","B07XCRT49W","B07XCRT49W"
127,5,"Great purchase for preschool classroom","Unknown","0.9784522","0.00286821","Unknown","Unknown","In a preschool classroom","[]","Preschool classroom","Positive","No","NaN","Yes","Loved by children and gets lots of use","No","NaN","Unknown","Unknown","Unknown","Parent or teacher who purchased the product for a preschool classroom","Preschool","Purchased for my childs preschool classroom They love them and get lots of use out of them","B07X7YFZWG","B07XCRT49W"
128,5,"Great fidget device for kids and adults, durable and ASMR friendly.","Unknown","0.99163514","0.0013499174","Unknown","Unknown","Fidgeting","[]","Unknown","Delight","No","NaN","Yes","Great for fidgeting, durable, ASMR friendly","No","NaN","Unknown","Unknown","Unknown","Unknown","Screen Free Fantastic!","This is a great little fidget fun device Kids and adults alike can use this fun item Durable and ASMR friendly as well","B07XCRT49W","B07XCRT49W"
129,5,"Great Xmas gift for a creative child","Unknown","0.95930576","0.004835684","Unknown","Unknown","Carried everywhere for creative play","[]","Unknown","Delight","No","NaN","Yes","Grandson really likes it, great for creative play","No","NaN","Xmas","Winter","Unknown","Grandparent who purchased the product as a gift","Grandson loved it 💯","One good Xmas gift for my grandson He really likes it he carried it with him everywhere Great for a creative mind ","B07XCRVK2Y","B07XCRT49W"
130,4,"Positive review with a minor suggestion for improvement","Magnetic back, detachable pen","0.5824139","0.031684384","Pen attachment to the product","Detachable pen is easy to misplace","Unknown","[]","Unknown","Positive","No","NaN","Yes","Likes the product","No","NaN","Unknown","Unknown","Unknown","Unknown","Cool","I like this but I wish the pen were attached I know its gonna be misplaced and then Ill need to find another magnet to use","B07XCRT49W","B07XCRT49W"
131,5,"Great purchase for young children","Unknown","0.96121025","0.0073275333","Unknown","Unknown","By 5 and 6-year-old children","[]","Unknown","Delight","No","NaN","Yes","Loved by the grandkids","No","NaN","Unknown","Unknown","Unknown","Grandparent","good quality and entertaining for grandkids","Bought for my 5 and 6yr old grandkids and they loved it","B07XCRT49W","B07XCRT49W"
132,5,"Fun and satisfying toy that provides a break from screen time and promotes sharing.","Magnetic toy","0.9967983","0.00076666975","Unknown","None mentioned","As a fun alternative to screen time","[]","Unknown","Positive","No","NaN","Yes","Satisfying and relaxing to use, promotes sharing","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the toy for their child's birthday","Whole family is addicted!","I added this to my sons birthday gift list and we all love it So satisfying and relaxing both pulling up the magnets and pushing them back down It makes a great inexpensive gift that provides a fun alternative to screen time Plus we get to practice sharing since mom loves it too","B07XCRVK2Y","B07XCRT49W"
133,5,"Highly popular among kids of all ages.","Unknown","0.9437613","0.018869946","Unknown","Unknown","Unknown","[]","Unknown","Delight","No","NaN","Yes","Highly popular among kids of all ages","No","NaN","Unknown","Unknown","Unknown","Unknown","Gets them off the video tablets!","Oh My The kids are fighting over this We had to buy three more The 14 year old loves it as much as the 3 year old","B07XCRT49W","B07XCRT49W"
134,5,"Great toy for all ages, easy to play with and perfect for traveling.","Unknown","0.9918507","0.001483686","Unknown","None mentioned","Playing","[]","Unknown","Delight","No","NaN","Yes","Easy to play with, fun, great for traveling","No","NaN","Unknown","Unknown","Unknown","Gift giver who purchased the toy for their sister","amazing","bought this for my sister and she loves it so easy to play with and very fun also great for traveing","B07XCRT49W","B07XCRT49W"
135,5,"Great for kids and adults, perfect for long car trips and waiting rooms.","Easy to draw on, satisfying to clear off, pencil snaps easily into it and stays put","0.81372297","0.0147365825","Unknown","None mentioned","Drawing, passing time during car trips and waiting rooms, playing while reading to kids","[]","Car, waiting rooms, home","Delight","No","NaN","Yes","Fun to use, satisfying, easy to use","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the product for their kids and husband","Cute and great for sensory kids!","Ok  so I should tell you that my kids love this  but my HUSBAND is also obsessed with this It is so fun to draw on and so satisfying to clear off Great for long car trips waiting rooms and even playing with while i read to my kiddosThe pencil snaps super easily into it and amazingly stays putI love this and will be getting 3 more","B07X7YFZWG","B07XCRT49W"
136,3,"Effective for calming during panic attacks, but limited by hole pattern","Loud operation","0.76305103","0.03329426","More hole pattern options for adults","Limited hole pattern options","Calming during panic attacks","[""https://m.media-amazon.com/images/I/71+E+Jhhu4L._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71piAyzQj4L._SL1600_.jpg""]","Unknown","Positive","No","NaN","Yes","Effective for calming during panic attacks","Yes","Limited hole pattern options","Unknown","Unknown","Unknown","Individual with panic attacks who uses fidget toys","It’s not an even number of holes.","So hubby bought this for me for calming when fidget toys arent working Panic attacks It works great It is loud which actually helpsThe ONLY complaint  its 19 holes x 20 holes so I cant do any perfect patterns I mean it works because I cant get anything to be perfect other than little things so I keep working at it But ohhhhh thats stressfulIt would get 5 stars if it wasnt for that And yes it is aimed at kids not adults but it works Just dont count them lol","B07XCRVK2Y","B07XCRT49W"
137,5,"Great travel toy for all ages, highly recommended.","Unknown","0.96552","0.006863984","Unknown","None mentioned","As a travel toy","[]","Airport","Positive","No","NaN","Yes","Kept 3-year-old busy, enjoyed by multiple family members, recommended by others","No","NaN","Unknown","Unknown","Unknown","Traveler with a young child and older family members","Super fun for all ages!","I bought for travel to keep my 3 year old busy and several older family members ended jk playing with it We even had multiple people in the airport ask where we got it I would definitely recommend","B07XCRVK2Y","B07XCRT49W"
138,2,"Good quality product, but the pen should be attached to avoid losing it.","Magnetic pen","0.15728119","0.25392282","Pen attachment mechanism","Lost pen, rendering product useless","Unknown","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Unknown","Lost the pen","The little magnetic pen should be attached somehow We unfortunately lost our pen its kind of a useless toy without it It is good quality and works great But probably tie your pen on right away so you dont end up loosing it like we did ","B07X7YFZWG","B07XCRT49W"
139,4,"Grandson and his father loved it.","Unknown","0.93038964","0.013512719","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Loved by grandson and his father","No","NaN","Unknown","Unknown","Unknown","Unknown","Car toy","Grandson  and his father loved it","B07XCRVK2Y","B07XCRT49W"
140,5,"Positive review from a satisfied customer","Unknown","0.96283275","0.0042924173","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Daughter loves it","No","NaN","Unknown","Unknown","Unknown","Unknown","10 year old loves it","Cool productMy daughter loves it","B07XCRVK2Y","B07XCRT49W"
141,4,"Great product for nonverbal autistic children, but some troubleshooting required.","Unknown","0.726388","0.023107188","Unknown","Balls not coming up as they should","Unknown","[""https://m.media-amazon.com/images/I/71OPaLOsArL._SL1600_.jpg""]","In a car","Positive","No","NaN","Yes","Loving the product, son enjoys it too","No","NaN","Unknown","Unknown","Unknown","Parent of an 11-year-old nonverbal autistic child","Love the product","I am loving the product My son is 11 NonVerbal Autistic and is loving this as well The picture is how it is looking after taking it on a car ride Im not quite sure why its doing that The holes have the balls in them they just wouldnt come up like they are supposed to I will troubleshoot it to find out Otherwise its a Great Product","B07XCRT49W","B07XCRT49W"
142,5,"A versatile and enjoyable writing tool for all ages.","Secure pen snap, magnetic holes, eraser feature","0.8472756","0.053484295","Unknown","Unknown","Writing and drawing","[]","Unknown","Positive","No","NaN","Yes","Versatile and enjoyable for all ages","No","NaN","Unknown","Unknown","Unknown","Unknown","Therapeutic Creativeness","The media could not be loaded The pen snaps in securely so Im not worried about it getting lost The magnets easily fill the holes and are able to be punched back by fingers the eraser part of the writing tool or by turning it sideways to clear many at onceIt comes with a picture of many different designs you can create in case you are short on creativity at the momentAll family members enjoy using this regardless of age","B07X7YFZWG","B07XCRT49W"
143,5,"Great entertainment for kids while traveling, highly recommended.","Unknown","0.9955455","0.0009995047","Unknown","Unknown","Entertainment for kids while traveling","[]","During travel","Delight","No","NaN","Yes","Perfect entertainment for kids while traveling, continued use after trip","No","NaN","Unknown","Unknown","Unknown","Parent who purchased the product for their kids","Great for triad trip entertainment!","These were perfect entertainment for my kids while traveling They have continued to play with them even after our trip Definitely recommend","B07XCRT49W","B07XCRT49W"
144,5,"Great sensory toy for road trips, but difficult to draw with","Sensory toy with beads that can be pushed down","0.9808897","0.0017461497","Improved drawing functionality","Difficult to draw with","Sensory play, drawing","[]","Road trips, home","Positive","No","NaN","Yes","Great sensory feel, enjoyable for daughter","Yes","Difficult to draw with","Unknown","Unknown","Unknown","Parent of a 25-year-old daughter who enjoys sensory play","Great for Toddler Travel","My 25 yr old daughter loved using this on our road trip She didnt quite understand how to draw with it but she loved pushing the little beads back down Its got a great sensory feel","B07X7YFZWG","B07XCRT49W"
145,5,"Great for keeping kids busy and having fun","Unknown","0.9360318","0.004240698","Unknown","Unknown","To keep kids busy and entertained","[]","Unknown","Positive","No","NaN","Yes","Keeps kids busy and having fun","No","NaN","Unknown","Unknown","Unknown","Unknown","Just the right size","Keeps kids busy and they have fun Everything all together","B07XCRT49W","B07XCRT49W"
146,5,"Great for keeping kids entertained on long car rides","Contains lots of pieces, all contained in one board","0.98692256","0.001675616","Unknown","Unknown","Entertaining kids on long car rides","[]","Car","Positive","No","NaN","Yes","Keeps kids entertained, lots of pieces, all contained in one board","No","NaN","Unknown","Unknown","Unknown","Grandparent who purchased the product for their grandchildren","Kids love these","Bought these for my grandchildren to have on long car ride They love them Used them to make all kinds of designs for things they saw out the window I like that there were lots of pieces  everything is contained in one board Would buy again","B07XCRVK2Y","B07XCRT49W"
147,5,"Good toy for frequent use","Unknown","0.8876246","0.006104635","Unknown","Unknown","Frequent use","[]","Unknown","Positive","No","NaN","Yes","Good toy","No","NaN","Unknown","Unknown","Unknown","Unknown","Fun toy for kids","Good toy Will be used often","B07XCRT49W","B07XCRT49W"
148,5,"Durable and entertaining toy for young children","Creates patterns, colorful, durable","0.98982185","0.0016030925","Unknown","Unknown","Creating patterns","[]","At home, in the car, on airplanes","Positive","No","NaN","Yes","Entertaining, durable, colorful","No","NaN","Unknown","Unknown","Unknown","Parent or caregiver of young children","Very nice magnet toy for young kids","This toy will keep young children fairly entertained for awhile They can create nice patterns using thisIt is built very well Durable colorful and easily packed for trips by car or for use while on an airplane ride","B07XCRVK2Y","B07XCRT49W"
149,4,"Positive feedback from the nephew","Unknown","0.9085932","0.01812205","Unknown","Unknown","Unknown","[]","Unknown","Positive","No","NaN","Yes","Nephew loved it","No","NaN","Unknown","Unknown","Unknown","Unknown","Fun","Nephew loved it","B07X7YFZWG","B07XCRT49W"
150,4,"Good writing quality but loud","Unknown","0.54076976","0.08414741","Quieter operation","Loudness","Writing","[]","Unknown","Neutral","No","NaN","No","NaN","No","NaN","Unknown","Unknown","Unknown","Unknown","Pretty good, overall","Writes very well but it is very loud","B07XCRT49W","B07XCRT49W"
151,5,"Great toy for kids, but clicking sound may bother some users. Pen could be easily misplaced.","Beads, pen, clicking sound","0.44696385","0.16732359","A way to secure the pen, quieter clicking sound","Clicking sound may bother some users, pen could be easily misplaced","As a toy for kids","[""https://m.media-amazon.com/images/I/7111FhQXA1L._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71Hw6nsWfbL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71ZVV-O9NSL._SL1600_.jpg"",""https://m.media-amazon.com/images/I/71oAfGx+bYL._SL1600_.jpg""]","At home, on the go","Positive","No","NaN","Yes","Well-intact beads, satisfying clicking sound","No","NaN","Unknown","Unknown","Unknown","Parent or caregiver of a young child","Just arrived- so far so good with my almost 3 year old !","The media could not be loaded If you can handle the clicking sound then its a great idea My sons little fingers arent quite strong enough to push the beads down so we have to help him but that doesnt stop him from playing with itbeads are well intact and the pen works wellclicking it makes is oddly satisfying to me so it doesnt effect me video should play the clickingthe size is good for slipping in a diaper bag or back pack on the gothe pen could easily be misplaced if not replaced in the slot could possibly be created with a string that holds it just like the old school etchasketch would recommend to everyone","B07XCRT49W","B07XCRT49W"
152,5,"Great for kids and enjoyable for adults too.","Unknown","0.99198145","0.0016735597","Unknown","Unknown","Entertainment","[]","Unknown","Positive","No","NaN","Yes","Kids love it and even adults enjoy it","No","NaN","Unknown","Unknown","Unknown","Unknown","Perfect for kids","My kids love this I even play it from time to time","B07XCRVK2Y","B07XCRT49W"
153,5,"Positive feedback for the product, especially for car trips.","Unknown","0.9868811","0.0020002343","Unknown","Unknown","For car trips","[]","Unknown","Positive","No","NaN","Yes","Elementary schooler loves it, great feedback","No","NaN","Unknown","Unknown","Unknown","Parent or gift giver","Basic but Brilliant","Weve had one for a while and my elementary schooler loves it especially for car trips Gifted two more with great feedback","B07XCRVK2Y","B07XCRT49W"
154,5,"Fun and enjoyable drawing board for all ages","Unknown","0.989879","0.0015558539","Unknown","None mentioned","Drawing and playing","[]","Unknown","Positive","No","NaN","Yes","Fun for all ages, enjoyable to play with","No","NaN","Unknown","Unknown","Unknown","Unknown","Keeps their attention for longer periods.Adults too.","Kids from 2 to 70 have enjoyed this drawing boardEach time I pick it up I have to play with itHard to put awaySeveral adults have asked about it for the children in their livesI havent had trouble with losing the stylusGreat buy","B07X7YFZWG","B07XCRT49W"
155,5,"Great open-ended toy for kids, durable and travel-friendly.","NaN","0.9528903","0.004305326","NaN","NaN","Open-ended play","[]","Plane ride","Positive","No","NaN","Yes","Kid enjoys playing with it, durable and travel-friendly","No","NaN","Unknown","Unknown","Unknown","Parent of a child who enjoys playing with the toy","Great activity for travel!","My kid really likes this Its open ended play Made well We used it on a plane ride and shared it","B07XCRT49W","B07XCRT49W"
156,4,"Great board, but pen attachment needs improvement.","Board with holes, pen with cord","0.9793043","0.0024449085","Secure attachment for pen","Pen not securely attached to board","In a classroom setting","[]","Unknown","Positive","No","NaN","Yes","Students love using the board","Yes","Pen not securely attached to board","Unknown","Unknown","Unknown","Teacher who uses the board in a classroom setting","Add a string to the pen and it's fantastic!","My students love using this board I made a few modifications I opened up the board to attach a cord through the holes and tied and glued the other end to the pen so that it wouldnt get lost I also cut a piece of felt to go under the ball bearings so that its not as loud ifwhen the kids shake it If the pen came securely attached to the board this would be a fivestar review because otherwise the board is great","B07XCRT49W","B07XCRT49W"
