"asin","data_label","positive_sentiment","negative_sentiment","rating_avg","rating","id","how_product_is_used","media","where_product_is_used","user_description","observation_count","percentage","type","cluster_label"
"B07Q899BPB","beads react to stylus and are grouped in fours","0.0061604846268892","0.9263665080070496",NULL,"[2]","[284]","['Drawing']","[]","['Unknown']","['Unknown']",1,"11.11111111111111","Fact","Beads and Pen Functionality"
"B07X7YFZWG","magnetic board included","0.9561632871627808","0.0074301958084106",NULL,"[5]","[83]","['Keeping kids occupied']","[]","['Restaurants, during travel']","['Grandparent who purchased the product for their 2-year-old granddaughter']",1,"2.564102564102564","Fact","Magnetic Drawing Tools and Toys"
"B07X7YFZWG","loud noise level and balls getting stuck","0.0129437521100044","0.7076740264892578",NULL,"[3]","[85]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Quality of Ball Pit Balls"
"B07X7YFZWG","beads remain in position and are easy to use","0.912802278995514","0.0311444699764251",NULL,"[5]","[50]","['Artistic activities']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Beads and Pen Functionality"
"B01M4OV4Q4","toy with small balls and a pen included","0.9882671236991882","0.0014011111343279",NULL,"[5]","[401]","['Playing with little balls and pen']","[]","['Car']","['Parent of a toddler']",1,"16.666666666666664","Fact","Sensory Toys with Balls and Beads"
"B01M4OV4Q4","pen functions properly","0.8205809593200684","0.0199266094714403",NULL,"[4]","[408]","['Unknown']","[]","['Unknown']","['Unknown']",1,"16.666666666666664","Fact","Drawing Board with Pen"
"B07X7YFZWG","creates colorful and durable patterns","0.9898218512535096","0.0016030925326049",NULL,"[5]","[13]","['Creating patterns']","[]","['At home, in the car, on airplanes']","['Unknown']",1,"2.564102564102564","Fact","Drawing Tablet and Stylus"
"B07Q899BPB","magnetic drawing board with tracing lines for letters","0.9075591564178468","0.0059059434570372",NULL,"[5]","[275]","[""For kids' learning stage""]","[]","['Unknown']","['Parent of a 4-year-old child']",1,"11.11111111111111","Fact","Magnetic Drawing Tools and Toys"
"B01M4OV4Q4","magnetic board with metal rods and attached pen","0.983953595161438","0.0032933230977505",NULL,"[5]","[396]","['In a pediatric clinic']","[]","['Pediatric clinic']","['Pediatric clinic worker']",1,"16.666666666666664","Fact","Magnetic Drawing Tools and Toys"
"B07Q899BPB","pen is missing magnet","0.0006667474517598","0.9973742365837096",NULL,"[1]","[280]","['Unknown']","[]","['Unknown']","['Unknown']",1,"11.11111111111111","Fact","Magnetic Drawing Tools and Toys"
"B07X7YFZWG","drawing board with pen included","0.9378347396850586","0.0049439305439591",NULL,"[5]","[51]","['Drawing and writing']","[]","['Unknown']","['Parent of kids who use the drawing boards']",1,"2.564102564102564","Fact","Drawing Board with Pen"
"B07Q899BPB","includes sensory features","0.9709527492523192","0.0020822763908654",NULL,"[5]","[272]","['As a toy for kids to play with']","[]","['Unknown']","['Parent or caregiver of children who enjoy playing with sensory toys']",1,"11.11111111111111","Fact","Sensory Features and Technical Specifications"
"B07X7YFZWG","beads adhere well","0.9584963321685792","0.0085182581096887",NULL,"[5]","[105]","['Creating pictures and dropping beads']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Beads and Pen Functionality"
"B07X7YFZWG","black background with silver balls","0.947352170944214","0.0019646200817078",NULL,"[5]","[55]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Sensory Toys with Balls and Beads"
"B01M4OV4Q4","slots for pushing balls with attached stylus","0.3537201881408691","0.1980294287204742",NULL,"[5]","[397]","['Sensory play']","[]","['Unknown']","['Parent of a child with sensory issues']",1,"16.666666666666664","Fact","Sensory Toys with Balls and Beads"
"B07Q899BPB","pen with spring and magnet included","0.0007116115884855","0.9963756799697876",NULL,"[1]","[270]","['Writing']","['https://m.media-amazon.com/images/I/71bRAOERe7L._SL1600_.jpg']","['Unknown']","['Unknown']",1,"11.11111111111111","Fact","Magnetic Drawing Tools and Toys"
"B07QXMLSS5","magnetic toy with pop-up feature included","0.9950825572013856","0.0011009491281583",NULL,"[5]","[259]","['As a toy for kids and adults']","[]","['Unknown']","['Unknown']",1,"50","Fact","Magnetic Drawing Tools and Toys"
"B01M4OV4Q4","magnetic board for hand-eye coordination","0.0444685406982898","0.6372043490409851",NULL,"[3]","[404]","['Pediatric occupational therapy']","[]","['Unknown']","['Pediatric occupational therapist']",1,"16.666666666666664","Fact","Magnetic Drawing Tools and Toys"
"B07X7YFZWG","coating on pen has come off","0.0010333250975236","0.9863073825836182",NULL,"[2]","[95]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Drawing Board with Pen"
"B07X7YFZWG","easy to draw on and erase, pencil breaks easily","0.8137229681015015","0.0147365825250744",NULL,"[5]","[20]","['Drawing, passing time during car trips and waiting rooms, playing while reading to kids']","[]","['Car, waiting rooms, home']","['Parent who purchased the product for their kids and husband']",1,"2.564102564102564","Fact","Drawing Tablet and Stylus"
"B07X7YFZWG","magnetic beads inside with noisy clacking sounds","0.2042465209960937","0.159428596496582",NULL,"[3]","[75]","['As a busy toy for kids during appointments']","[]","[""Doctor's offices""]","['Parent who bought the toy for their child to use during appointments']",1,"2.564102564102564","Fact","Sensory Toys with Balls and Beads"
"B07Q899BPB","magnetic drawing board and letter board included","0.9446825981140136","0.0035932976752519",NULL,"[5]","[281]","['Practicing pencil grip, letter exposure, drawing, fidgeting']","[]","['Home, school']","['Parent who bought the product for their 4-year-old child']",1,"11.11111111111111","Fact","Magnetic Drawing Tools and Toys"
"B07X7YFZWG","loud operation with 19x20 hole pattern","0.7630510330200195","0.0332942605018615",NULL,"[3]","[21]","['Calming during panic attacks']","['https://m.media-amazon.com/images/I/71+E+Jhhu4L._SL1600_.jpg', 'https://m.media-amazon.com/images/I/71piAyzQj4L._SL1600_.jpg']","['Unknown']","['Adult user with panic attacks']",1,"2.564102564102564","Fact","Sensory Features and Technical Specifications"
"B07X7YFZWG","board and pen included","0.9268513917922974","0.0069733411073684",NULL,"[4]","[104]","['Unknown']","[]","['Unknown']","['Parent who purchased the product for their daughter']",1,"2.564102564102564","Fact","Drawing Board with Pen"
"B07Q899BPB","marbles and magnets for tactile stimulation and tracing letters included","0.8872426152229309","0.0035718451254069",NULL,"[5]","[278]","['Tracing letters and tactile stimulation']","[]","['Indoors']","['Parent of a child learning to write']",1,"11.11111111111111","Fact","Magnetic Drawing Tools and Toys"
"B07X7YFZWG","includes pen for drawing","0.1885612457990646","0.5615997314453125",NULL,"[3]","[93]","['Entertaining children during car rides']","[]","['In the car']","['Parent of a toddler']",1,"2.564102564102564","Fact","Drawing Board with Pen"
"B07X7YFZWG","is noisy","0.9884816408157348","0.0012154792202636",NULL,"[5]","[91]","['Entertainment']","[]","['Unknown']","['Unknown']",1,"1.694915254237288","Issue","Noisy Operation"
"B07X7YFZWG","magnetic pencil included","0.8507626056671143","0.0312111377716064",NULL,"[5]","[56]","['Creating figures']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Magnetic Drawing Tools and Toys"
"B07XCRT49W","board has holes and pen has cord","0.979304313659668","0.0024449084885418",NULL,"[4]","[156]","['In a classroom setting']","[]","['Unknown']","['Teacher who uses the board in a classroom setting']",1,"2.702702702702702","Fact","Drawing Board with Pen"
"B07XCRT49W","compatible with tablet and comes with a stylus","0.9801462888717652","0.0014975388767197",NULL,"[5]","[217]","['Quiet time activity at a restaurant or in the car']","[]","['Restaurant, car']","['Family with young children']",1,"2.702702702702702","Fact","Drawing Tablet and Stylus"
"B07X7YFZWG","marble push toy with sound effects included","0.9775226712226868","0.0017676616553217",NULL,"[5]","[57]","['Pushing marbles back and forth']","[]","['Unknown']","['Parent who purchased the toy for their child']",1,"2.564102564102564","Fact","Sensory Toys with Balls and Beads"
"B07X7YFZWG","strong magnetic field","0.9649980068206788","0.0035367128439247",NULL,"[5]","[87]","['Independent play']","[]","['Road trip, home']","['Parent of a 3-year-old who used the toy for a road trip']",1,"2.564102564102564","Fact","Sensory Features and Technical Specifications"
"B07XCRT49W","balls do not stay up and get stuck","0.0434756353497505","0.6152324080467224",NULL,"[2]","[173]","['As a toy for kids']","[]","['Unknown']","['Parent who purchased the toy for their kids']",1,"2.702702702702702","Fact","Quality of Ball Pit Balls"
"B07X7YFZWG","magnetic board with metal balls","0.9347500801086426","0.004588502459228",NULL,"[4]","[7]","['Unknown']","[]","['Unknown']","['Parent or caregiver of children who use the product']",1,"2.564102564102564","Fact","Magnetic Drawing Tools and Toys"
"B07XCRT49W","beads are not removable","0.912802278995514","0.0311444699764251",NULL,"[5]","[175]","['Artistic activities']","[]","['Unknown']","['Unknown']",1,"2.702702702702702","Fact","Beads and Pen Functionality"
"B07X7YFZWG","multiple pieces in one board included","0.986922562122345","0.0016756160184741",NULL,"[5]","[11]","['Entertaining kids on long car rides']","[]","['Car']","['Grandparent who purchased the product for their grandchildren']",1,"2.564102564102564","Fact","Sensory Toys with Balls and Beads"
"B07X7YFZWG","tablet with small balls that rust easily","0.0012810331536456","0.9965346455574036",NULL,"[1]","[73]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Sensory Toys with Balls and Beads"
"B07X7YFZWG","magnetic drawing board included","0.7026824802160263","0.018487415742129",NULL,"[3, 4]","[84, 37]","['As a toy for ASD kids', 'For drawing during car rides']","[]","['Unknown', 'In the car']","['Parent of an ASD child', 'Unknown']",2,"5.128205128205128","Fact","Magnetic Drawing Tools and Toys"
"B07X7YFZWG","magnetic toy included","0.9967982769012452","0.0007666697492823",NULL,"[5]","[47]","['As a fun alternative to screen time']","[]","['Unknown']","[""Parent who purchased the toy for their child's birthday""]",1,"2.564102564102564","Fact","Magnetic Drawing Tools and Toys"
"B07XCRT49W","drawing board with pen included","0.9378347396850586","0.0049439305439591",NULL,"[5]","[176]","['Drawing and writing']","[]","['Unknown']","['Parent of kids who use the drawing boards']",1,"2.702702702702702","Fact","Drawing Board with Pen"
"B07X7YFZWG","no technical facts mentioned","0.7412827610969543","0.0316500142216682",NULL,"[4]","[5]","['Inflight entertainment for a toddler.']","[]","['Car, plane.']","[""Parent who purchased the product for a toddler's entertainment during travel.""]",1,"2.564102564102564","Fact","Sensory Features and Technical Specifications"
"B07XCRT49W","loud","0.7630510330200195","0.0332942605018615",NULL,"[3]","[136]","['Calming during panic attacks']","['https://m.media-amazon.com/images/I/71+E+Jhhu4L._SL1600_.jpg', 'https://m.media-amazon.com/images/I/71piAyzQj4L._SL1600_.jpg']","['Unknown']","['Individual with panic attacks who uses fidget toys']",1,"2.702702702702702","Fact","Sensory Features and Technical Specifications"
"B07X7YFZWG","tablet and stylus included","0.9801462888717652","0.0014975388767197",NULL,"[5]","[62]","['Quiet time activity at a restaurant or in the car']","[]","['Restaurant, car']","['Family with young children']",1,"2.564102564102564","Fact","Drawing Tablet and Stylus"
"B07XCRT49W","beads adhere well","0.9584963321685792","0.0085182581096887",NULL,"[5]","[230]","['Creating pictures and dropping beads']","[]","['Unknown']","['Unknown']",1,"2.702702702702702","Fact","Beads and Pen Functionality"
"B07XCRT49W","black background with silver balls","0.947352170944214","0.0019646200817078",NULL,"[5]","[180]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.702702702702702","Fact","Sensory Toys with Balls and Beads"
"B07X7YFZWG","sensory beads that can be pushed down included","0.9808896780014038","0.0017461497336626",NULL,"[5]","[29]","['Sensory play, drawing']","[]","['Road trips']","['Parent of a 25-year-old daughter who enjoys sensory play']",1,"2.564102564102564","Fact","Sensory Toys with Balls and Beads"
"B07X7YFZWG","pen is not connected to device","0.3916453719139099","0.1440629959106445",NULL,"[5]","[82]","['Car use']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Drawing Board with Pen"
"B07X7YFZWG","secure pen snap, magnetic holes, and eraser feature included","0.8472756147384644","0.0534842945635318",NULL,"[5]","[27]","['Writing and drawing']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Magnetic Drawing Tools and Toys"
"B07X7YFZWG","magnetic pen included","0.1673997417092322","0.3757845461368561",NULL,"[2, 4]","[77, 23]","['Unknown', 'Unknown']","[]","['Unknown', 'Unknown']","['Unknown', 'Parent or caregiver of children who used the product']",2,"5.128205128205128","Fact","Magnetic Drawing Tools and Toys"
"B07XCRT49W","coating on pen has come off","0.0010333250975236","0.9863073825836182",NULL,"[2]","[210]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.702702702702702","Fact","Drawing Board with Pen"
"B07XCRT49W","easy to draw on and erase, pencil breaks easily","0.8137229681015015","0.0147365825250744",NULL,"[5]","[135]","['Drawing, passing time during car trips and waiting rooms, playing while reading to kids']","[]","['Car, waiting rooms, home']","['Parent who purchased the product for their kids and husband']",1,"2.702702702702702","Fact","Drawing Tablet and Stylus"
"B07X7YFZWG","magnetic notepad with detachable pen included","0.582413911819458","0.0316843837499618",NULL,"[4]","[45]","['Writing notes and reminders']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Magnetic Drawing Tools and Toys"
"B07X7YFZWG","magnetic pen attachment included","0.1887885928153991","0.4637235105037689",NULL,"[2]","[59]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.564102564102564","Fact","Magnetic Drawing Tools and Toys"
"B07X7YFZWG","magnetic pens with nylon thread modification included","0.5982517004013062","0.2437092959880828",NULL,"[4]","[106]","['Entertaining kids']","['https://m.media-amazon.com/images/I/71TwhaRDoBL._SL1600_.jpg', 'https://m.media-amazon.com/images/I/81iyXIgoVTL._SL1600_.jpg', 'https://m.media-amazon.com/images/I/81xDQUVcDHL._SL1600_.jpg']","['At home, on trips']","['Parent of young children']",1,"2.564102564102564","Fact","Magnetic Drawing Tools and Toys"
"B07XCRT49W","includes pen for drawing","0.1885612457990646","0.5615997314453125",NULL,"[3]","[208]","['Entertaining toddlers during car rides']","[]","['In the car']","['Parent of a toddler']",1,"2.702702702702702","Fact","Drawing Board with Pen"
"B07X7YFZWG","portable, includes suggested drawings, and mess-free","0.9212595224380492","0.0157744251191616",NULL,"[5]","[52]","['As a travel toy']","[]","['During travel']","['Parent of a two-year-old who enjoys travel and is looking for mess-free toys']",1,"2.564102564102564","Fact","Drawing Tablet and Stylus"
"B07XCRT49W","magnetic pencil included","0.8507626056671143","0.0312111377716064",NULL,"[5]","[181]","['Creating figures']","[]","['Unknown']","['Unknown']",1,"2.702702702702702","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","board has holes and pen has cord","0.979304313659668","0.0024449084885418",NULL,"[4]","[316]","['In a classroom setting']","[]","['Unknown']","['Teacher who uses the board in a classroom setting']",1,"2.380952380952381","Fact","Drawing Board with Pen"
"B07XCRVK2Y","balls do not stay up and get stuck","0.0434756353497505","0.6152324080467224",NULL,"[2]","[313]","['As a toy for kids']","[]","['Unknown']","['Parent who purchased the toy for their kids']",1,"2.380952380952381","Fact","Quality of Ball Pit Balls"
"B07XCRT49W","strong magnetic field and easy to use","0.9649980068206788","0.0035367128439247",NULL,"[5]","[192]","['Independent play']","[]","['Road trip']","['Parent of a 3-year-old child']",1,"2.702702702702702","Fact","Sensory Features and Technical Specifications"
"B07XCRT49W","magnetic board with metal balls","0.9347500801086426","0.004588502459228",NULL,"[4]","[172]","['Unknown']","[]","['Unknown']","['Parent or caregiver of children who use the product']",1,"2.702702702702702","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","beads are not removable","0.912802278995514","0.0311444699764251",NULL,"[5]","[335]","['Artistic activities']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Beads and Pen Functionality"
"B07XCRT49W","tablet with small balls that rust easily","0.0012810331536456","0.9965346455574036",NULL,"[1]","[198]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.702702702702702","Fact","Sensory Toys with Balls and Beads"
"B07XCRT49W","magnetic board included","0.9561632871627808","0.0074301958084106",NULL,"[5]","[188]","['Keeps kids occupied']","[]","['Restaurant, travel']","['Grandparent who purchased the toy for their grandchild']",1,"2.702702702702702","Fact","Magnetic Drawing Tools and Toys"
"B07XCRT49W","magnetic drawing board included","0.973357915878296","0.0032026907429099",NULL,"[4]","[189]","['For drawing during car rides']","[]","['In the car']","['Unknown']",1,"2.702702702702702","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","beads and pen function properly","0.4469638466835022","0.1673235893249511",NULL,"[5]","[301]","['As a toy for kids']","['https://m.media-amazon.com/images/I/7111FhQXA1L._SL1600_.jpg', 'https://m.media-amazon.com/images/I/71Hw6nsWfbL._SL1600_.jpg', 'https://m.media-amazon.com/images/I/71ZVV-O9NSL._SL1600_.jpg', 'https://m.media-amazon.com/images/I/71oAfGx+bYL._SL1600_.jpg']","['At home, on the go']","['Parent or caregiver of a child who enjoys playing with toys']",1,"2.380952380952381","Fact","Beads and Pen Functionality"
"B07XCRT49W","many pieces in one board","0.986922562122345","0.0016756160184741",NULL,"[5]","[146]","['Entertaining kids on long car rides']","[]","['Car']","['Grandparent who purchased the product for their grandchildren']",1,"2.702702702702702","Fact","Sensory Toys with Balls and Beads"
"B07XCRVK2Y","includes stylus for drawing and erasing","0.9898790121078492","0.0015558538725599",NULL,"[5]","[304]","['Drawing and playing']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Drawing Tablet and Stylus"
"B07XCRT49W","magnetic toy included","0.7144026607275009","0.0172694052453152",NULL,"[5, 3]","[162, 132]","['As a fun alternative to screen time', 'As a toy for ASD kids']","[]","['Unknown', 'Unknown']","[""Parent who purchased the toy for their child's birthday"", 'Parent of an ASD child']",2,"5.405405405405405","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","creates colorful and durable patterns","0.9898218512535096","0.0016030925326049",NULL,"[5]","[298]","['Creating patterns']","[]","['At home, in the car, on airplanes']","['Unknown']",1,"2.380952380952381","Fact","Drawing Tablet and Stylus"
"B07XCRVK2Y","drawing board with pen included","0.9378347396850586","0.0049439305439591",NULL,"[5]","[336]","['Drawing and writing']","[]","['Unknown']","['Parent of kids who use the drawing boards']",1,"2.380952380952381","Fact","Drawing Board with Pen"
"B07XCRT49W","no technical facts mentioned","0.7412827610969543","0.0316500142216682",NULL,"[4]","[170]","['Inflight entertainment for a toddler']","[]","['Car, plane']","['Parent who purchased the product for a toddler']",1,"2.702702702702702","Fact","Sensory Features and Technical Specifications"
"B07XCRVK2Y","beads adhere well","0.9584963321685792","0.0085182581096887",NULL,"[5]","[390]","['Creating pictures and dropping beads']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Beads and Pen Functionality"
"B07XCRVK2Y","black background with silver balls","0.947352170944214","0.0019646200817078",NULL,"[5]","[340]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Sensory Toys with Balls and Beads"
"B07XCRVK2Y","easy to use, pencil breaks easily","0.8137229681015015","0.0147365825250744",NULL,"[5]","[325]","['Drawing, passing time during car trips and waiting rooms, playing while reading to kids']","[]","['Car, waiting rooms, home']","['Parent who purchased the product for their kids and husband']",1,"2.380952380952381","Fact","Drawing Tablet and Stylus"
"B07XCRT49W","secure pen snap, magnetic holes, and eraser feature included","0.8472756147384644","0.0534842945635318",NULL,"[5]","[142]","['Writing and drawing']","[]","['Unknown']","['Unknown']",1,"2.702702702702702","Fact","Magnetic Drawing Tools and Toys"
"B07XCRT49W","magnetic pen included","0.1673997417092322","0.3757845461368561",NULL,"[2, 4]","[202, 138]","['Unknown', 'Unknown']","[]","['Unknown', 'Unknown']","['Unknown', 'Parent or caregiver of children who used the product']",2,"5.405405405405405","Fact","Magnetic Drawing Tools and Toys"
"B07XCRT49W","magnetic back with detachable pen","0.582413911819458","0.0316843837499618",NULL,"[4]","[130]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.702702702702702","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","coating on pen has come off","0.0010333250975236","0.9863073825836182",NULL,"[2]","[370]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Drawing Board with Pen"
"B07XCRT49W","magnetic beads inside with noisy clacking sounds","0.2042465209960937","0.159428596496582",NULL,"[3]","[200]","['As a busy toy for kids']","[]","[""Doctor's offices""]","['Parent who bought the toy for their child to use during appointments']",1,"2.702702702702702","Fact","Sensory Toys with Balls and Beads"
"B07XCRVK2Y","board and pen included","0.9268513917922974","0.0069733411073684",NULL,"[4]","[389]","['Unknown']","[]","['Unknown']","['Parent who purchased the product for their daughter']",1,"2.380952380952381","Fact","Drawing Board with Pen"
"B07XCRT49W","magnetic pen attachment included","0.1887885928153991","0.4637235105037689",NULL,"[2]","[184]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.702702702702702","Fact","Magnetic Drawing Tools and Toys"
"B07XCRT49W","sensory toy with beads that can be pushed down included","0.9808896780014038","0.0017461497336626",NULL,"[5]","[144]","['Sensory play, drawing']","[]","['Road trips, home']","['Parent of a 25-year-old daughter who enjoys sensory play']",1,"2.702702702702702","Fact","Sensory Toys with Balls and Beads"
"B07XCRVK2Y","easy and satisfying to play with","0.9473875761032104","0.0029093555640429",NULL,"[5]","[361]","['Entertainment during road trips']","[]","['Car']","['Parent who purchased the product for their kids']",1,"2.380952380952381","Fact","Drawing Tablet and Stylus"
"B07XCRVK2Y","includes pen for drawing","0.1885612457990646","0.5615997314453125",NULL,"[3]","[368]","['Entertaining toddlers during car rides']","[]","['In the car']","['Parent of a toddler']",1,"2.380952380952381","Fact","Drawing Board with Pen"
"B07XCRVK2Y","magnetic pencil included","0.8507626056671143","0.0312111377716064",NULL,"[5]","[341]","['Creating figures']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","magnetic drawing board with pen included","0.9252069294452668","0.0121166217140852",NULL,"[5, 5]","[346, 380]","['As a toy for a 4-year-old during car trips and rest time', 'Drawing and writing']","[]","['In the car, at home', 'Unknown']","['Parent of a 4-year-old', 'Parent of children, one of whom is autistic']",2,"4.761904761904762","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","strong magnetic field","0.9649980068206788","0.0035367128439247",NULL,"[5]","[362]","['Independent play']","[]","['Road trip, home']","['Parent of a 3-year-old who used the toy for a road trip and independent play']",1,"2.380952380952381","Fact","Sensory Features and Technical Specifications"
"B07XCRVK2Y","magnetic board with metal balls","0.9347500801086426","0.004588502459228",NULL,"[4]","[312]","['Unknown']","[]","['Unknown']","['Parent or caregiver of children who use the product']",1,"2.380952380952381","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","tablet with rusty balls inside","0.0012810331536456","0.9965346455574036",NULL,"[1]","[348]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Sensory Toys with Balls and Beads"
"B07XCRVK2Y","marble push game with sound effects included","0.9775226712226868","0.0017676616553217",NULL,"[5]","[342]","['Playing a marble push game']","[]","['Unknown']","['Parent or adult who enjoys playing with toys']",1,"2.380952380952381","Fact","Sensory Toys with Balls and Beads"
"B07XCRVK2Y","magnetic board included","0.9561632871627808","0.0074301958084106",NULL,"[5]","[358]","['Keeping kids occupied']","[]","['Restaurants, during travel']","['Grandparent who purchased the toy for their 2-year-old granddaughter']",1,"2.380952380952381","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","loud noise level and balls getting stuck","0.0129437521100044","0.7076740264892578",NULL,"[3]","[360]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Quality of Ball Pit Balls"
"B085Q4W3WX","holes are chipped and balls do not stay up","0.5627334713935852","0.1908617913722992",NULL,"[2]","[124]","['Drawing and writing practice']","[]","['Home, school']","['Unknown']",1,"14.285714285714285","Fact","Quality of Ball Pit Balls"
"B07XCRVK2Y","magnetic drawing board included","0.7026824802160263","0.018487415742129",NULL,"[3, 4]","[322, 359]","['As a toy for ASD kids', 'For drawing during car rides']","[]","['Unknown', 'In the car']","['Parent of an ASD child', 'Unknown']",2,"4.761904761904762","Fact","Magnetic Drawing Tools and Toys"
"B07ZJ8HRN8","produces unique soft noise and is easy to figure out","0.892853856086731","0.042727030813694",NULL,"[5]","[253]","['As a toy for young children']","[]","['Unknown']","['Uncle of a 4-year-old child']",1,"33.33333333333333","Fact","Drawing Tablet and Stylus"
"B07XCRVK2Y","magnetic pens with nylon thread modification","0.5982517004013062","0.2437092959880828",NULL,"[4]","[391]","['Entertaining kids']","['https://m.media-amazon.com/images/I/71TwhaRDoBL._SL1600_.jpg', 'https://m.media-amazon.com/images/I/81iyXIgoVTL._SL1600_.jpg', 'https://m.media-amazon.com/images/I/81xDQUVcDHL._SL1600_.jpg']","['At home, on trips']","['Parent of young children']",1,"2.380952380952381","Fact","Magnetic Drawing Tools and Toys"
"B085Q4W3WX","loud volume","0.0058278916403651","0.9363839626312256",NULL,"[3]","[121]","['Entertaining kids on a plane ride']","[]","['On a plane']","['Parent who purchased the product for their kids']",1,"14.285714285714285","Fact","Sensory Features and Technical Specifications"
"B07XCRVK2Y","magnetic toy included","0.9967982769012452","0.0007666697492823",NULL,"[5]","[292]","['As a fun alternative to screen time']","[]","['Unknown']","[""Parent who purchased the toy for their child's birthday""]",1,"2.380952380952381","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","no technical facts mentioned","0.7412827610969543","0.0316500142216682",NULL,"[4]","[310]","['Inflight entertainment for a toddler']","[]","['Car, plane']","[""Parent who purchased the product for their toddler's entertainment during travel""]",1,"2.380952380952381","Fact","Sensory Features and Technical Specifications"
"B07XCRVK2Y","loud","0.7630510330200195","0.0332942605018615",NULL,"[3]","[326]","['Calming during panic attacks']","['https://m.media-amazon.com/images/I/71+E+Jhhu4L._SL1600_.jpg', 'https://m.media-amazon.com/images/I/71piAyzQj4L._SL1600_.jpg']","['Unknown']","['Individual with panic attacks who uses fidget toys for calming']",1,"2.380952380952381","Fact","Sensory Features and Technical Specifications"
"B07XCRVK2Y","tablet and stylus included","0.9801462888717652","0.0014975388767197",NULL,"[5]","[377]","['Quiet time activity at a restaurant or in the car']","[]","['Restaurant, car']","['Family who enjoys quiet time activities']",1,"2.380952380952381","Fact","Drawing Tablet and Stylus"
"B07XCRVK2Y","pen is not connected to device","0.3916453719139099","0.1440629959106445",NULL,"[5]","[357]","['Car use']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Drawing Board with Pen"
"B07XCRVK2Y","secure pen snap, magnetic holes, and eraser feature included","0.8472756147384644","0.0534842945635318",NULL,"[5]","[332]","['Writing and drawing']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","magnetic pen included","0.1673997417092322","0.3757845461368561",NULL,"[2, 4]","[328, 352]","['Unknown', 'Unknown']","[]","['Unknown', 'Unknown']","['Unknown', 'Parent or caregiver of children who used the product']",2,"4.761904761904762","Fact","Magnetic Drawing Tools and Toys"
"B07XCRVK2Y","magnetic notepad with detachable pen included","0.582413911819458","0.0316843837499618",NULL,"[4]","[290]","['Taking notes, writing reminders']","[]","['Home, office, school']","['unknown']",1,"2.380952380952381","Fact","Magnetic Drawing Tools and Toys"
"B07ZJ8HRN8","magnetic","0.0302167013287544","0.7771599292755127",NULL,"[1]","[250]","['Unknown']","[]","['Unknown']","['Unknown']",1,"33.33333333333333","Fact","Sensory Features and Technical Specifications"
"B07ZJ8HRN8","magnetic balls and holes","0.4770656824111938","0.2881616652011871",NULL,"[1]","[251]","['Unknown']","[]","['Unknown']","['Unknown']",1,"33.33333333333333","Fact","Sensory Toys with Balls and Beads"
"B07XCRVK2Y","magnetic pen attachment included","0.1887885928153991","0.4637235105037689",NULL,"[2]","[344]","['Unknown']","[]","['Unknown']","['Unknown']",1,"2.380952380952381","Fact","Magnetic Drawing Tools and Toys"
