"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on February 6, 2023","CagedPITVIPER","yes","yes","Material is very flimsy.","Not as well build as other above ground planters I have purchased. The grade of galvanized steel is much lower than I expected.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R33QYWNSS4HPWV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 14, 2022","Helen G LangstonHelen G Langston","yes","yes","Quality Raised Bed great for keeping Pets out of Garden","I purchased this raised bed to plant my garden this year.  I have 4 large breed dogs who would probably reck havoc on a ground-level garden.  Last year I placed bags on my deck.  This year I purchased this awesome raised bed.  I have 6 tomato plants, 20 onions, and 4 pepper plants planted, along with some marigolds in the center.  This raised bed is the perfect height.  It is 1 of few 24"" high beds I found for the money.  My only suggestion would be to add a few more braces for additional reinforcement/support.",5,"https://m.media-amazon.com/images/I/81BLwdq6xpL.jpg , https://m.media-amazon.com/images/I/81GD3EP8AoL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3HL7U5IJLIX59/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 22, 2023","Caitlin","yes","yes","Flimsy, will cut you","Much more flimsy than description. I was cut across my shin and around to calf when building by the side of a panel. Not sturdy enough for my needs",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3A1XN483G5SKB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 7, 2023","Michael Cyra","yes","yes","Rusting within 3 months. Worrisome!","Have 7 beds up and have many spots and swaths of rust. Very worrisome.A lot of time and effort to fill and now concerned about having to replace them within 2 years?Starting to look bad, but much more concerned about function.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R248I0SSX9MJ4J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 14, 2022","S Jones","yes","yes","Perfect raised container garden","Purchased for our fathers birthday. There was 3 of us on assembly. Took a little over an hour to put together. Looks nice once assembled. Our only complaint is the stabilizer bars across the middle seem a tad bit short and flex the sides inward a bit. Otherwise its a nice container and will make a nice addition to the back yard.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2RZC4X63ZJG5C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 20, 2022","dozerdozer","yes","yes","Sturdy and modifiable","Lovely addition to the yard! Arrived in great condition, took two of us to put it together. I’m not a huge fan of metal in the garden so we sprayed it green. The bottom is open, so we put a mesh screen on the bottom to keep the gophers out. Everything was very easy to assemble and modify!",5,"https://m.media-amazon.com/images/I/71GPz2+JsnL.jpg , https://m.media-amazon.com/images/I/81Cjuc5LQ-L.jpg","-","https://www.amazon.com/gp/customer-reviews/R3U5O3LCULGZ3H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 4, 2022","Darren Robinson","yes","yes","Flimsier than I expected.","I had no idea what to expect I've never bought anything like this before. They are able to set up, but required 3 of us and a power drill. The sides bent easily as I was trying not fill with dirt. And the metal is quite shiny in the sun. I'd maybe consider a paint or colored set",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3CMXRUSJLFG7S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on June 30, 2022","FarmerFarmer","yes","yes","Had to mount it on a cedar 4 x 4 base.","It took hours for me and my wife to assemble just one. We bought 4 of them. I used steel spikes and screws with washers to the cedar Timbers to keep it mounted. I’m slowly filling them with old mulch, logs, sticks, compost and all the rest of the recipe.",3,"https://m.media-amazon.com/images/I/81MJavmVlQL.jpg , https://m.media-amazon.com/images/I/91PxW7nCRPL.jpg , https://m.media-amazon.com/images/I/91nqInyCgPL.jpg","-","https://www.amazon.com/gp/customer-reviews/ROMTK3CNG0Z0N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on September 25, 2022","Raushanah Rodgers","yes","yes","Great value","This garden bed was a great purchase.  Home Improvement Stores just can’t compete with regard to quality, affordability and coverage.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1NNUMGW47YUMW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 6, 2022","cristina dyercristina dyer","yes","yes","Good value for the quality. But One was flawed.","Overall I’m happy with this product. I purchased eight but currently I only have four assembled.. One of those four had a corner without any pre-drilled holes. I would be extremely upset if I only purchased one and it came this way. I didn’t want to deal with the return so my husband will be figuring out a way to still put it together.",3,"https://m.media-amazon.com/images/I/81S+dcHaP5L.jpg","-","https://www.amazon.com/gp/customer-reviews/R1VCUGSEDOAUGK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 17, 2022","Jnew","yes","yes","Poor Design - Bulges at Seams","First, assembly instructions are poorly written but we deciphered them successfully only to find that it really doesn't perform very well.  After filling it with soil, to a level about 4 to 6 inches below the top we found that the sides bulge outward at the side seams with a disturbing appearance.  The side is in two pieces with very little overlap, and the strength of the reinforcement isn't adequate by itself and there is only two cross braces between the side reinforcements (one at the very bottom and one at the very top).  I will now have to remove a good deal of soil away from sides and beef up the side reinforcements with angle iron and probably put a cable with a turnbuckle between the sides at mid height.  I WOULD NOT RECOMMEND THIS PRODUCT FOR A 2 FOOT HIGH RAISED GARDEN, but if you do buy it then plan on reinforcing the side seams at mid height before filling with soil.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R1LAB6SRQ5OGXX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 6, 2022","Sharon","yes","yes","Easy to assemble","Much easier for us two seniors to garden in, we are slowly going to raised bed gardening only. This was very straightforward to put together (they even included the necessary tool!) and we had it up and together in no time. Definitely going to be ordering another soon.... highly recommended.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2HPJ8NEKKDJJL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 13, 2022","Hannah Van Houten- Peak Nutrition and HealthHannah Van Houten- Peak Nutrition and Health","yes","yes","Put it all together by myself","I did a lot of research and decided to go with metal raised beds rather than wood. We ordered two of these metal beds, then a few more once we knew we liked them. Easy to put together, sturdy and a great space saver.",5,"https://m.media-amazon.com/images/I/81zuR-mE+bL.jpg","-","https://www.amazon.com/gp/customer-reviews/R29B1H3XOXTZ9K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on April 4, 2022","Shirley A Cox","yes","yes","Excellent garden bed","Large enough to save your back when tending to your garden. Easy to assemble.  It seems very sturdy as we have moved it several times looking for the best spot.  We haven’t planted yet but, so far, we are very happy with it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1ZMC6Z9T79TBU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 14, 2022","Denny Thomas","yes","yes","Exactly what we wanted.","We ordered three and they came on time and we assembled them in no time.  All of the parts were there.  We are happy with our new garden beds.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1JMBUSK2QYWHI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 1, 2022","Amazon Craze Amazon Craze ","yes","yes","Beginner Gardener","First time using a large container for a raise garden. Easy to assemble. Easy to move. Looks great. Recommend using gloves when assembling, edges can be sharp. So far soild drainage has been good, and has been keeping critters away. Love it.",5,"https://m.media-amazon.com/images/I/91tXWWJRM0L.jpg","-","https://www.amazon.com/gp/customer-reviews/R3D15P2CUG1H6V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 21, 2022","Brittany BilskiBrittany Bilski","yes","yes","Big beds","Bought 3 and they work well. They do take some effort to set up, but have held up good so far!",5,"https://m.media-amazon.com/images/I/914P44Jf2QL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2Z5OU6IGWDHTD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 10, 2022","Shari  RostochilShari  Rostochil","yes","yes","Good price - looks nice","The 80 screws per planter is time consuming when putting together. They are a little flimsy but once filled with dirt I am very pleased and expect them to last a long time. Good purchase",5,"https://m.media-amazon.com/images/I/81qyuDDyaxL.jpg","-","https://www.amazon.com/gp/customer-reviews/R12765L7X6TLWL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 27, 2022","kris millerkris miller","yes","yes","Looks great in my garden","Product was a great value and looks great in my garden I will be buying more",5,"https://m.media-amazon.com/images/I/81x4avJH3SL.jpg","-","https://www.amazon.com/gp/customer-reviews/R23IBI460YY1VD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 9, 2022","Sue S.","yes","yes","Raised garden bed","Anxious to try a raised bed.  I like the size and look of this one.  We are going to use it for vegetables.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R4MCHI036A1RS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 27, 2022","johnathanjohnathan","yes","yes","Need 2 people to assemble but it is well worth it","The instructions on putting middle together kind of blurred together maybe add arrows on instructions, also some of the bolts did not screw on easily",5,"https://m.media-amazon.com/images/I/91WyuZWDGjL.jpg , https://m.media-amazon.com/images/I/91dZKtXKubL.jpg","-","https://www.amazon.com/gp/customer-reviews/R39AQNW0HFSTDA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 4, 2023","D. Drew","yes","yes","BUYER BEWARE!","The growing season hasn't really even started yet and my bed is ALREADY RUSTED! Like others have said, this is flimsy and won't last more than a season or two and that's if you don't care that it's rusted out.They won't let me return - what a giant waste of money and time.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2L3W9S0TAEAEQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 16, 2022","Ladonna GreviousLadonna Grevious","yes","yes","Great garden bed.","Great product,  sturdy, was easy to put together and economical.",5,"https://m.media-amazon.com/images/I/81NhH1quiiL.jpg , https://m.media-amazon.com/images/I/81d3+pdXEAL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1BF2D2SCEUQLH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 5, 2022","Rebecca CrosbieRebecca Crosbie","yes","yes","Raised beds for grand gardening","Beds were not difficult to assemble and did include all necessary parts.",5,"https://m.media-amazon.com/images/I/81jl95kb5jL.jpg","-","https://www.amazon.com/gp/customer-reviews/R127SPZ5YCJPAV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 12, 2022","chrissy r.chrissy r.","yes","yes","Worked well in my garden.","Loved the size and able to fit alot of veggies.",5,"https://m.media-amazon.com/images/I/61-qzOFExBL.jpg","-","https://www.amazon.com/gp/customer-reviews/R25Z13PYO15Q26/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 29, 2022","Marcelle Berge","yes","yes","Love the bed!","Was very straightforward on how to assemble best price for the size. I put hardy wire to cover the bottom and to deter moles.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R11VBG9MJ56V1Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on May 31, 2022","PennyPenny","yes","yes","Best decision I ever made for the garden!!!  I would definitely buy again !!!!","Easy to put together. Planted my tomatoes & other vegetables .",5,"https://m.media-amazon.com/images/I/81zfWcbLN5L.jpg","-","https://www.amazon.com/gp/customer-reviews/R24SK7811EHC66/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on July 9, 2022","AmWoRoAmWoRo","yes","yes","Great planter. Takes two people to set up.","-",5,"https://m.media-amazon.com/images/I/91jj2XVOqqL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2JYTBPNGD45DP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 17, 2022","Amazon CustomerAmazon Customer","yes","yes","Great product","Has worked really well for us.",5,"https://m.media-amazon.com/images/I/71fMZnTr05L.jpg","-","https://www.amazon.com/gp/customer-reviews/R2RES37A5WU5G7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 25, 2022","MPQCNCMPQCNC","yes","yes","Stylish and functional raised beds","Very sturdy raised beds.  Im so happy with the appearance as well.",5,"https://m.media-amazon.com/images/I/81j5gIe96qL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2IY7H64I4HJPX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 29, 2022","Jessica LJessica L","yes","yes","Love it!","I love how tall it is! It was easy to assemble, and it beautiful in my garden.",5,"https://m.media-amazon.com/images/I/914JpszthjL.jpg , https://m.media-amazon.com/images/I/91BXo70N3LL.jpg","-","https://www.amazon.com/gp/customer-reviews/RGHIUNZ32N5KM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on May 31, 2022","howard hobbinshoward hobbins","yes","yes","Great raised bed garden","Great value for the money.",5,"https://m.media-amazon.com/images/I/71DdowfsONL.jpg","-","https://www.amazon.com/gp/customer-reviews/RCENNYSY0UC7F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 12, 2022","TheRoost2008TheRoost2008","yes","yes","Joy and FOOD","This planter is bringing me so much joy, and FOOD…need to find room for another one :)",5,"https://m.media-amazon.com/images/I/81iIR7Q3ytL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2JX68ADMEPX8D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 29, 2022","rdcrdc","yes","yes","Quality product","Raised garden was easy to assemble and looks great",5,"https://m.media-amazon.com/images/I/81pkXoqefHL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3GI55PYKX6RL4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on January 10, 2022","EfalkofEfalkof","yes","yes","Great Size!","Great size. Very sturdy, very easy to assemble. A+ buy!",5,"https://m.media-amazon.com/images/I/81yLFexCTEL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1G762BHVD6A37/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on August 12, 2022","Here for the snacksHere for the snacks","yes","yes","Blinding reflection","If you value your eyesight, do not buy this. This was not the right choice for our yard, given the sun reflecting off of it (see pic).",1,"https://m.media-amazon.com/images/I/71qwm5VSO0L.jpg","-","https://www.amazon.com/gp/customer-reviews/RX8W1Y5O0TLGN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on February 27, 2022","Karla Matthews","yes","yes","Never again!","Product came with 5 sides and 1 end. Can’t even put it together. Waste of time and money. So disappointed!!!",1,"-","-","https://www.amazon.com/gp/customer-reviews/RZ6ISNU6RR378/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on March 11, 2022","oobudoo","yes","yes","3 x 6 x 2ft tall Raised Bed Planter by Frizion is Great","The 3 x 6 x 2ft tall planter box works great. Lots of parts and pieces but easy to assemble. I really like the extra brace in the center of the long side that keeps the sides from bulging. The only small issue is I wish it came in colors. The silver is nice and shiny, but I already have another planter that is tan, and it would be nice to match colors.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2NP202UX1ZGLC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09KH63G7Q","Size: 6x3x2 FT（1PCS）"
"Reviewed in the United States on May 7, 2022","JAMIE COX","yes","yes","Perfect","Is the perfect size to replace The wooden  garden box that rotted out.  This will last a lot longer!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1VF1JBQFKWT7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 6, 2022","P. A. Schmidt","yes","yes","Looks to be good product, no pushing out of sides when we filled with dirt. Very stable","Looks to be good product, no pushing out of sides when we filled with dirt. Very stable.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1HYSS9SY18DFD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 11, 2023","Amazon Customer","yes","-","Time consuming","Putting together 2, 8x4x2 beds and 2, 6x3x2 beds took hours!  Not difficult, but time consuming with so many screws.  Steel not as thick as I was expecting, but once filled with soil, it seems to be fine. Hopefully they will be durable enough to last for many years. Only time will tell.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3BTTYV85HKM2Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 23, 2023","mole121","yes","-","does as advertised","pain to assemble  seems like 6 million screws  sort of flimsy until filled with dirt",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZMCRX0ZLLTYW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 26, 2023","barbara love","yes","-","Poor instruction","I thought the instructions were to small to read and not well written .",4,"-","-","https://www.amazon.com/gp/customer-reviews/R387B8KKW8P2L5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on April 17, 2023","Al Halle","yes","-","Two person assembly would make it easier.","Center section is not shown well on assembly sheet included.. Could be beefed up more. Would make it more rigid and still okay with it overall.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3U11VCTRRKOW7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 6, 2023","Nursemanager","yes","-","I haven't set it up yet, send me an email in July!","I've been looking at these for a year now.  I'm excited to use it but its too early.  Shoot me another email in July.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3BZHQWNNNN9ZA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on March 2, 2023","J Smith","yes","-","Middle support isn’t wide enough","The walls were naturally straight until adding the middle support bars that were not wide enough. Kinda disappointed.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2W48THCSRUK4H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on February 13, 2023","LUIZ DIAZ JR","yes","-","Easy to assemble","The item was easy to assemble and feels like it's well made. Won't know about durability for a while but I think it will do well.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3J6JR4XI5ZWPK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B0B49M8HD4","Size: 6x2.3x1 FT（1PCS）"
"Reviewed in the United States on March 3, 2023","janice craighead","yes","-","easy to put together","Very easy to put together",5,"-","-","https://www.amazon.com/gp/customer-reviews/R38UI3FE5F81KC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B0B49M8HD4","Size: 6x2.3x1 FT（1PCS）"
"Reviewed in the United States on February 6, 2023","Mary Baker","yes","-","Excellent Value and Quality","Love this.  It was easy to put together and it really looks Pretty in my Back Yard.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RQGSARLQ4RZ4M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 16, 2022","Daniel C.","yes","-","Good product","The look of this bed is great. It is fairly easy to assemble, but you have to do it on a flat surface with plenty of room. I thought the sides would have been a thicker gauge of metal. We'll see how it holds up.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R24GOHMGTAAQ1H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on August 7, 2022","Coach D","yes","-","Thin metal","Very thin metal that can easily be damaged during shipping. Ordered two, one was mangled by delivery service",4,"-","-","https://www.amazon.com/gp/customer-reviews/R25QCO7BSZK07M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 23, 2022","Crystal Nevidomsky","yes","-","Great garden box so far!","Bought this garden box this year as I wanted a tall one where animals and my children couldn’t get into. This one does the trick. The only downfall is you need a lot of dirt and other fillers to get the height where you want your garden. Also my husband said there was a “million” screws to put this box together but he did it within a hour. All and all it’s a great box and I hope it holds up with our NY weather.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R10SLW4AAW74ZK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 18, 2022","Jason","yes","-","It a garden bed","It works for the purpose it’s intended. Structurally, it holds up well as long as you don’t accidentally press on the top edge with more than 1 lb of pressure. Assembly wasn’t the easiest but far easier then any IKEA piece.  there are other reviews that explain what tools you really need, read those, very helpful. The coating is my only issue, the moment something gets on it (mud, dog urine, etc) the coating instantly becomes discolored and there is no amount of scrubbing that can fix it.",3,"-","-","https://www.amazon.com/gp/customer-reviews/RHOK86BSUI5DF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 20, 2022","Jaden","yes","-","A+","Amazing quality especially for the price. It was difficult finding an 8 ft garden bed that was taller than 1 ft and wider than 2 ft. This one fit the bill with the dimensions! I can do several rows of vegetables in this. Bonus is that it's tall enough to keep bunnies out! Shipped nicely in one box and no damage to the product either. I'm happy.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RRVMSLXWPO734/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on May 10, 2022","Kristin Wichlacz","yes","-","WAY TOO MANY SCREWS TO PUT TOGETHER!","Way too many screws, takes forever. The metal bends easily, but for the money, it serves the purpose and is working great.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1BK5OKWA7R2KG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 24, 2022","Daniel C.","yes","-","Big raised bed without a larger foot print","Make sure to keep your office pieces sister from the end pieces of your box will not come out rectangular, otherwise ready to put together. We like that unlike other raised beds with a large footprint from the bed itself, this is sturdy without taking up much more space that your growing area.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2OP4O0FKKWBVR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on November 8, 2022","weezie","yes","-","Great for raised gardens!","I purchased 2 and they were easy to assemble and sturdy for a very reasonable price. I have loved them!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZ7YT50RWVCJZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 23, 2022","Neal","yes","-","Surprised on size! Love it!","Glad I read reviews before putting together. I painted everything with 2 coats of Fusion paint. It's easy to put together until you get to connecting them together in middle. 2 person job for me, but I'm 58 and weak. Lol.  So very happy with my Purchase!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R319UTMJ26S8FX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
"Reviewed in the United States on June 14, 2022","Jayme","yes","-","Easy to assemble. Reinforce!","Purchased this item for a rental property. The garden bed was easy to assemble, and even easier and faster with 2 people. I would recommend reinforcing on each side of the support to ensure it doesn’t bow out when you add dirt. The gardens are planted and growing great!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2KWN0R3I18EQQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09K3557Q8","B09K3557Q8","Size: 8x4x2 FT（1PCS）"
