"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on September 21, 2022","L. L.","yes","yes","Missing Pieces","Bought this a couple months ago when it went on sale anticipating adding another bed for my fall garden. Went out to put it together tonight and 2 corner pieces are missing. My fault for waiting past the return window, but learn from me! Keep scrolling and don’t buy this one. Epic fail.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1CQ1Q7RV9QQCM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5148M","Color: Silver | Size: 6x3x1FT"
"Reviewed in the United States on July 6, 2022","goddessofgeek","yes","yes","Cheaply made...","We bought 4 of them to use for our raised garden. The description, :SnugNiture Galvanized Raised Garden Bed 6x3x1FT Outdoor Large Metal Planter Box Steel Kit for Vegetables, Flowers, Herbs, and Succulents', indicated they were sturdy and worth the $89.99 each. They were also made in China. We sent them all back because they were not sturdy and cheaply made.  DO NOT BUY!!!",1,"-","-","https://www.amazon.com/gp/customer-reviews/RKXBCM8SD9KQH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR47L5S","Color: Brown | Size: 6x3x1FT"
"Reviewed in the United States on June 6, 2022","Darling Nikki","yes","yes","Warped","I love raised garden beds and I have used several different brands.  This is not as sturdy as the others.  In fact, some of the pieces were really warped and made it impossible to assemble it.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3GA22S8EZA43E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5148M","Color: Silver | Size: 6x3x1FT"
"Reviewed in the United States on April 9, 2022","brian blodgett","-","yes","Seems like a good bed","Seems like a good bed",5,"-","-","https://www.amazon.com/gp/customer-reviews/R16AVCL8HFRRX4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5148M","Color: Silver | Size: 6x3x1FT"
"Reviewed in the United States on June 6, 2023","Rin O’rourkeRin O’rourke","yes","-","Very sturdy and doesn't warp","I needed a few discreet raised beds I could put along my back patio for my plants that my HOA wouldn't have an issue with (I have no fence) and these are perfect. Small and low to the ground, and fit perfectly on either side of my door.My one worry always with metal raised beds is I'm in Florida and everything rusts and warps. So far, even after 3 straight weeks of rain, these are holding up nicely.The bed is easy to put together by yourself, I have a back injury and this assembly was within my range of motion and pain level, and you don't have to reach for your electric screwdriver to put the bolts in place.It's good quality, affordable, has a small presence and pretty asthetic.  I'm planning to buy 3 more for the other side of the patio.",5,"https://m.media-amazon.com/images/I/91BsAAyGcWL.jpg , https://m.media-amazon.com/images/I/91IvibdI-hL.jpg , https://m.media-amazon.com/images/I/91OpwXuunHL.jpg , https://m.media-amazon.com/images/I/91aDW6cWihL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2QMOK2PKM9YQ9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR47L5S","Color: Brown | Size: 6x3x1FT"
"Reviewed in the United States on May 15, 2023","Carolina Isaac","yes","-","Durable, great size and height","Took a little over an Hour to put together.Did come with a Minor ding due to shipping but was able to bend it back.All holes aligned perfectly and I had no issues putting it together. Instructions were easy and simple to follow.I recommend having a 2nd person with you in the case you have to move it around to its fixed location because once build it is hard to move by yourself.The Frame metal is not to thin but not to thick. I have had it for over a month setup and dealing with the elements of rain and shows no signs of rust atm.I filled bottom with plain brown carboard then 1/3 of the bed with Wood logs, branches, grass clippings and homemade compost.Then I filled the rest with Big box brand compost, Topsoil, worm casting, Perlite, Pete moss mix.It did take me over 20+ 40 Lb bags to fill.Came with all parts and accessories.I highly recommend this Raised bed if your looking to start garden and looking for something durable and with instructions easy to follow.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R16ROW1ITC9UVZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5JW8Y","Color: Silver | Size: 6x3x2FT"
"Reviewed in the United States on June 12, 2023","HeatherHeather","yes","-","Simple and efficient! Must buy!","This garden bed has been very durable this fair.  It was a little tedious to assemble alone, but is rather simple if you have a screwdriver.  I was able to carry it easily out to my backyard.  We dug out the incline and packed dirt around it to help keep it in place.  It is very deep which is great for hugelkultur-style gardening.  I plan on buying another soon!  I love that it's brown because it fit right in with the natural look we hope to achieve throughout our backyard.",5,"https://m.media-amazon.com/images/I/91YSqdTV0nL.jpg","-","https://www.amazon.com/gp/customer-reviews/R18OV6WIHD2SXI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM622WCG","Color: Brown | Size: 4x4x2FT"
"Reviewed in the United States on May 15, 2023","Sam","yes","-","Surprisingly sturdy","I got the green bed, and I'm super pleased! Really good value for the quality, and it got here quickly and in good shape.It's pretty lightweight, but not flimsy. The cross-bar helps keep the sides from bowing out, but it seems like it'd hold together even without them if you wanted to skip that step.If I had one complaint, it'd be that the top rim's inner overhang doesn't leave a ton of room for the fasteners. Took a bit of finagling to get the screws into the holes while leaving just enough space for the fasteners to fit under the lip and onto the bolts.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3JIFQ5WIPVJ8U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61W2ZH","Color: Green | Size: 8x4x1FT"
"Reviewed in the United States on May 21, 2023","Shaz","yes","-","Great product!","We ordered the raised bed to use in a front flower bed as I can no longer kneel because of a knee replacement.  We were both pleased with the appearance of the bed!  Although the metal feels a bit flimsy when unpacked it is very sturdy when completely assembled and filled with soil.  The assembly was not difficult, but there are lots of screws. Given the pressure from the gardening soil we appreciated the extra support. The completed bed was easy for two of us to move.This is a great product and well worth the money!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2YX42GBRPMBV2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 22, 2023","Charlie8PancakesCharlie8Pancakes","yes","-","Looks great!","having a small back yard and wanting to have a garden, we purchased this raised garden bed.  It was easy to assemble, strong enough to fill with organic debris, and high enough so we do not have to worry about the moles or other critters trying to eat our veggies.  I reinforced the corners with rebar then purchased flexible water plumbing tubes to create the arch, then covered it with bird netting.  We liked it so much that we purchased another!  It looks GREAT!",5,"https://m.media-amazon.com/images/I/812NdcyGkIL.jpg , https://m.media-amazon.com/images/I/81ov6T1HD0L.jpg","-","https://www.amazon.com/gp/customer-reviews/R2C09U8OKM2EQ7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 17, 2023","Kayla Stein","yes","-","Works well for what I need","They were packaged well and the rolled edges prevented me from cutting myself putting it together. I haven’t filled them up yet but they appear sturdy enough. I did have to have my husband help me move them into place in the yard because that will flex a bit and I didn’t want them to get bent. The steel isn’t as thick as like a galvanized trough but thick enough to stay together for the price. I ordered the wood grain look and they look great in my yard.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1D1TY9YW21VS8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 9, 2023","Riley","yes","-","Great product & price!","Like other reviews, we wanted to build above ground gardens but didn’t want to pay for expensive lumber or think too much on how to put them together.  We bought two of 3x6x2 brown beds in February and didn’t get around to putting them together until April.  They were easy to assemble using just our hands and a screwdriver.  We liked them so much we bought a third one.  We liked the color, design, ease of assembly, and price.  Our neighbors, friends, and relatives liked them as well and are probably going to purchase some for themselves.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RAELZTPVY30DE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 18, 2023","who_else88","yes","-","As Expected","Wanted a raised bed for my clematis garden so the roots could have sufficient drainage. Protective plastic on each panel was a little tedious to remove, but protected them well.Really appreciated the handful of extra screws/nuts/washers since I decided putting it together on a deck was a good idea... lost a couple of them to abyss below the deck when they slipped from my fingers.Easy to assemble, worked well for my needs and would recommend.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2F6ZBN1NOPAV5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR47L5S","Color: Brown | Size: 6x3x1FT"
"Reviewed in the United States on May 23, 2023","Stephen Gentry","yes","-","Love the versatility","I previously had a wooden raised bed, but since it was wood, it quickly fell apart.  This metal raised bed was easy to assemble and with the sturdiness, it should last a long time.  The color fits well in the yard and it already has 16 tomato plants growing in it.  The size should accommodate all 16 easily.  Highly recommend - I plan to buy more.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RWKRC59PZU0OV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61W2ZH","Color: Green | Size: 8x4x1FT"
"Reviewed in the United States on June 10, 2023","Lane Hall","yes","-","Sturdy and natural looking","Perfect for a small start up garden.  Love the wood look and will hold up longer than wood.  Was easy to put together but better with 2 people.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RRVF9LLTU3B9W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 28, 2023","tigermothe","yes","-","Raised garden bed","Very easy to put together. I put it together by myself. This garden bed is the perfect size for my raised vegetable garden. I put the 2’ side up against my fence for my climbing veggies and then can walk around it to tend to the other veggies I have planted.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R228V4UMFYPI8Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 16, 2023","ev","yes","-","Easy set-up","I (fairly petite woman) was able to easily put these together on my own in a few hours. The assembly is straightforward and the material is lightweight. The green color is pretty and blends into the rest of the yard. I've had them for a few months and so far have not noticed any rusting or bowing of the sides despite some heavy rain. They seem to be a good value for the price.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1YTUCEE61BI6G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61W2ZH","Color: Green | Size: 8x4x1FT"
"Reviewed in the United States on May 17, 2023","Kindle Customer","yes","-","Great looking","I have been wanting to try a raised garden bed for some time.  Liked the looks of this one.  Was packed good and husband and I put together.  Probably took a couple hours,  but it is up and just finished filling with dirt tonight!  Hope I can grow some awesome tomato plants !  Would recommend 👌",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1STDOQGTQ65WN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM5ZVTG1","Color: Green | Size: 8x4x2FT"
"Reviewed in the United States on May 22, 2023","laura tweedy","yes","-","ANYONE CAN PUT THIS TOGETHER","As a gardener, I wanted something that looked still good.  The boards to my raised garden had rotted out. My son in law found these and because these should outlast me - we went with SnugNiture brown color galvanized 2ft tall garden bed.  I have rabbits that cannot scale the 2ft wall.  Glad to try this.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZ88M0KRB4WAB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 22, 2023","Amazon Customer","yes","-","Looks great and is a great size for all my kitchen garden plants","I thought the metal would be a little thicker than it is, but it seems sturdy enough once assembled. Needs two people to assemble easily. It is light weight, which makes it easy to put into place in your garden area. I can't wait to see it all full of growing vegetables!",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3BHFP7JIKC16D/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 24, 2023","BeccaBecca","yes","-","Great raised garden","I found this raised garden simple to put together and move to its permanent location.It is a great size for my strawberries and I do not have to worry about weeds any longer.I love the color in my yard, it is weather resistant and looks great.I will be purchasing more.",5,"https://m.media-amazon.com/images/I/91cCIhp1RBL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1RVSYIDPV4IQT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61QFM3","Color: Green | Size: 6x3x1FT"
"Reviewed in the United States on June 6, 2023","Elizabeth","yes","-","I like it","This is much larger than I was anticipating! It's exactly what I wanted. It takes some time to put together but it's not complicated, just a lot of nuts and bolts.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2EVUTZ9UOUNGV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM615TC9","Color: Silver | Size: 8x4x1FT"
"Reviewed in the United States on May 28, 2023","bettie anderson","yes","-","Perfect raised garden.","I live in a coastal area where the yard holds water and everything I plant dies. I use this to nurse my plants and to keep them from drowning in the wet months.It was easy to assemble and I did it by myself.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R31CMQQU9ZC3QU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5JW8Y","Color: Silver | Size: 6x3x2FT"
"Reviewed in the United States on June 5, 2023","Kindle Customer","yes","-","Good quality and easy to assemble","My husband and I spent maybe an hour assembling the garden bed and didn't have any trouble following the instructions. We've got it filled up now and growing our tomatoes!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R33RY3LZAGWRVU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 16, 2023","Sean L","yes","-","Exactly what I wanted.","The price was half of what we paid from a different seller, but they were pretty much the same. It takes a little while to put it together because of all the screws and nuts, but very easy, It's very light so moving it to the garden area was easy with two people. It is not made to lean on or push against because it is so light.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RJGR7ED2WJHFL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM615TC9","Color: Silver | Size: 8x4x1FT"
"Reviewed in the United States on May 31, 2023","Austin","yes","-","Beds look good and are easy to assemble!","Love these beds! We bought 2 beds and were able to assemble them quickly. So far this season have held together well filled and currently growing many vegetables. Love how look and blend with the backyard.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RNVR6BM37H7WV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 24, 2023","ZDel","yes","-","Love It, no complaints","I’ve had wood beds before that end up rotting over a year so I tried this galvanized bed. Very happy with the product. I set it up by myself, though a second person would have been handy but not a necessity. No complaints, would buy it again.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RHQ7SRVC8TUPP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61QFM3","Color: Green | Size: 6x3x1FT"
"Reviewed in the United States on May 31, 2023","Amazon Customer","yes","-","Need 2 women or 1 strong young man.","This went together as directions are excellent and follow a progression to assemble.  I did enlist a young man to help, and he did it under the projected time.Once assembled they are quite good sized.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1LF9WNQLFMCNU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5JW8Y","Color: Silver | Size: 6x3x2FT"
"Reviewed in the United States on May 18, 2023","Rebekah Riedel","yes","-","Nice Raised Bed for the Price","This item was easy to assemble and is working out quite well. I currently have zucchini growing in the garden raised bed and will be adding more plants as the summer progresses. It's a good buy for money, just make sure it's on level ground and it will be fantastic for the growing season.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2BUIODT5524W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61QFM3","Color: Green | Size: 6x3x1FT"
"Reviewed in the United States on May 15, 2023","Dana FurloDana Furlo","yes","-","Easy to put together","They beds went together easily and while easier with an extra set of hands, they can be done solo as well. I purchased 4 beds and am considering adding two more for next year. I love that the bunnies who wander in my yard can't reach them and neither can my dog!",5,"https://m.media-amazon.com/images/I/91LT3N2QSAL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1USY14ZUP8M9R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5JW8Y","Color: Silver | Size: 6x3x2FT"
"Reviewed in the United States on June 10, 2023","prime","yes","-","So far so good","Easy to put together. So far so good on sturdiness!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3OC2EF9PY5JZA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61W2ZH","Color: Green | Size: 8x4x1FT"
"Reviewed in the United States on May 23, 2023","Brenda M RottBrenda M Rott","yes","-","It really looks like real wood! Beautiful.","I reallly like this planter bed and looks nice  in the yard. Really looks like wood!Could have been a gage or so heavier. I'm happy. If I expand, I will buy it again.",5,"https://m.media-amazon.com/images/I/912jry3yTRL.jpg","-","https://www.amazon.com/gp/customer-reviews/R32K6T0MVQT6BO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 19, 2023","Gail SpauldingGail Spaulding","yes","-","Exactly what I was looking for!","This is the first container bed I have bought - and I'm very pleased.  Delivered in a timely manner,  it was relatively easy to put together - and very nice looking when done. This will make keeping a kitchen garden much easier on this grandmother's knees!!",5,"https://m.media-amazon.com/images/I/81Jt5wFoa8L.jpg","-","https://www.amazon.com/gp/customer-reviews/R2QMCK2XS1WKH6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 22, 2023","Diana","yes","-","So far so good","Bought this as my first raised garden bed. Needed something high enough so my dog wouldn’t urinate on the veggies and kill them lol. Definitely high enough. I think this is going to work just fine.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R37IRGJT82RTJ3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 17, 2023","A Robinson","yes","-","so many compliments","We have purchased four, in total, of this garden beds and love them.  We don't have room for a complete garden and these work perfectly for vegetables and flowers while keeping the height of the garden at a manageable distance for maintenance.  Highly recommend and would purchase again.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2RZCOQFAHLD88/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5148M","Color: Silver | Size: 6x3x1FT"
"Reviewed in the United States on June 7, 2023","Leslie S","yes","-","Nice raised bed","Sturdy once full of soil. Took 2 people to assemble, but not too difficult. Very attractive.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RM4RQ7YEAHLUI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61W2ZH","Color: Green | Size: 8x4x1FT"
"Reviewed in the United States on May 23, 2023","Leslie","yes","-","Happy!","My step mom is in a wheelchair but loves to garden. This is the perfect height so she doesn’t have to bend over and risk falling. Couldn’t be happier with my purchase!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3L16H1066L945/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5JW8Y","Color: Silver | Size: 6x3x2FT"
"Reviewed in the United States on May 17, 2023","CT","yes","-","Love the height","Overall a great raised bed for my garden. I particularly like the height so I don’t have to bend too much. Putting it together took quite a bit of time as I did it alone. It looks nice & is holding up well. I recommend this planter.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2CXWFIH4EDTB2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM5ZVTG1","Color: Green | Size: 8x4x2FT"
"Reviewed in the United States on May 21, 2023","Vickie Ritchie","yes","-","Pretty raised planter beds","Plastic protective coating very difficult to remove.  Use paper between each of them would be better.  Pretty and can’t wait to fill with dirt and start my planting.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3N22A9M0D1WY4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on April 28, 2023","Southern Reader","yes","-","Time to plant!","The new garden bed is in the garden and ready for some heirloom tomatoes to move in (just need some warmer nights!). I was a bit skeptical of putting it together by myself, but with a little patience and organization, it was easier than expected. The hardest part were the 2 middle support arms as I needed an extra hand to hold it while I secured them.It looks great in the garden and I look forward to using it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RG68QW0V0J8DT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR47L5S","Color: Brown | Size: 6x3x1FT"
"Reviewed in the United States on May 8, 2023","JP","yes","-","Sturdy and functional","Relatively easy to put together. Remember to follow the screw pattern that is provided or you will run in to trouble putting the cross bracing in place. Other than that, the final product is sturdy enough that it can be filled with soil without bulging. That's probably all you need from a product like this, so why pay more?",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3OB722LAAM9I8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5JW8Y","Color: Silver | Size: 6x3x2FT"
"Reviewed in the United States on May 28, 2023","Lois YatesLois Yates","yes","-","Very sturdy! Very easy to assemble!","We love this planter. It hides our meter box perfectly! My husband had it put together in about an hour and a half.",5,"https://m.media-amazon.com/images/I/81yc3Hv-H7L.jpg","-","https://www.amazon.com/gp/customer-reviews/RQF9351O743IR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 30, 2023","Carmala KingCarmala King","yes","-","Ease of install","I absolutely love this raised garden bed. It was easy to install and looks fabulous! Great value for the cost",5,"https://m.media-amazon.com/images/I/712-Hki4rcL.jpg","-","https://www.amazon.com/gp/customer-reviews/RALYWRAEAWB3B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on April 29, 2023","N.Davis","yes","-","Practical Raised Garden","As a senior citizen with a spinal cord injury, I needed something I could assemble and maneuver on my own.  There are a lot of screws.  I pieced this together by myself, and am filling it up Hugelkultur style with logs, branches, and composed leaves on the bottom half, and a combination of composted manure, sphaghum peat moss and top soil on top.  I bought it on sale.  So far, so good!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1HBTD99QTFB9C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR5JW8Y","Color: Silver | Size: 6x3x2FT"
"Reviewed in the United States on May 17, 2023","Amazon Customer","yes","-","Easy to put together great quality","I live in arizona so metal beds are a must if you want it to last. Easy to put together great price point , had a name brand one that wasn't near as easy or nice paint color.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1YHMHUX62ADLN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61W2ZH","Color: Green | Size: 8x4x1FT"
"Reviewed in the United States on May 23, 2023","Kerri","yes","-","Good Garden Bed","This garden bed looks like the advertised photos. It took some time to assemble but was easy overall. I will definitely be purchasing another one.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RQKLEPCBQHDEL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on April 30, 2023","KS","yes","-","Easy garden for a beginner","This is the first time I’ve tried a raised garden bed, and it was much easier than trying to prep the ground. It took a bit of time to get the thing assembled. I filled the bottom with some leaves and old hay then added raised garden soil and compost. It’s a little expensive filling it up up the first time. But I planted several veggie seedlings and they’re all thriving so far!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2X58VZ82GG7K2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR47L5S","Color: Brown | Size: 6x3x1FT"
"Reviewed in the United States on May 30, 2023","Alex","yes","-","Good looking garden bed","This product was easy to setup and looks good. I would recommend that you give it a try.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1ABNX5MQS0ZV2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 17, 2023","Erika Given","yes","-","Great design","I love the look of this raised garden container.  It was packed well and had a protective coating on the outside to protect it from scratches. My husband had it put together in no time flat!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2P490U709T62U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR47L5S","Color: Brown | Size: 6x3x1FT"
"Reviewed in the United States on May 17, 2023","Amazon CustomerAmazon Customer","yes","-","Excellent raised garden bed","This was my first raised garden bed.  Very happy with the product.  It was easy to assemble and takes about 1 cubic foot of soil.  Looks great too!  Can’t wait to plant.",5,"https://m.media-amazon.com/images/I/91riGNlq98L.jpg","-","https://www.amazon.com/gp/customer-reviews/RG7RJ8WRLOJ7W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 14, 2023","Amazon Customer","yes","-","Good product for the price. Keep in mind that it is big!","Fast delivery. It is simple to assemble but it takes a little bit of time. Keep in mind that this is a very big flower bed! It feels flimsy but it is actually super sturdy!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1C2OC0V392Y7J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR47L5S","Color: Brown | Size: 6x3x1FT"
"Reviewed in the United States on May 24, 2023","GPF","yes","-","It does the job","This garden bed was reasonably priced, is sturdy and looks good.  The higher side walls are also a nice feature.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2R3XXHRL1ZUW6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","-","-"
"Reviewed in the United States on May 4, 2023","Scott NerneyScott Nerney","yes","-","Great sturdy metal bed for garden boxes.","This box is really nice. My photos don't show the filled dirt inside yet as I was awaiting compost from the city. It's easy to put together with good instructions and is quite sturdy. I like the brown color that makes it look like wood. The height is great for flowers or vegetables. I expect it to last quite some time.",5,"https://m.media-amazon.com/images/I/911JUciouKL.jpg , https://m.media-amazon.com/images/I/91BZTstaV1L.jpg","-","https://www.amazon.com/gp/customer-reviews/RR9J72LHFZ418/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR47L5S","Color: Brown | Size: 6x3x1FT"
"Reviewed in the United States on May 29, 2023","Mitchel Tellez","yes","-","Super cute, way easier to put together than expected.","Zero complaints! Color is just like the photo, it's sturdy, and was easy to put together.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1HI2S9ISCEYA5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B0BM61W2ZH","Color: Green | Size: 8x4x1FT"
"Reviewed in the United States on May 8, 2023","pemigirlpemigirl","yes","-","Wildflower Wonderland","Strong construction, simple to assemble, and perfect size.  This is a quality product for someone looking to start a raised bed garden and retains soil well and as seen in picture, helps create a perfect wildflower garden.  Love the dark brown wood look.",5,"https://m.media-amazon.com/images/I/91mmAbJpQfL.jpg","-","https://www.amazon.com/gp/customer-reviews/R16JI7KOE8HHHA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BM5ZJWQP","B09NR47L5S","Color: Brown | Size: 6x3x1FT"
